Symbol,Name,Last Sale,Net Change,% Change,Market Cap
NVDA,NVIDIA Corporation Common Stock,$212.50,0.70,0.331%,"5,142,500,000,000"
AAPL,Apple Inc. Common Stock,$327.50,12.64,4.014%,"4,810,109,090,000"
GOOGL,Alphabet Inc. Class A Common Stock,$370.92,11.41,3.174%,"4,494,066,720,000"
GOOG,Alphabet Inc. Class C Capital Stock,$370.21,12.88,3.605%,"4,485,464,360,000"
MSFT,Microsoft Corporation Common Stock,$395.63,10.70,2.78%,"2,938,911,621,944"
AMZN,"Amazon.com, Inc. Common Stock",$254.96,7.47,3.018%,"2,742,632,621,803"
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,$419.48,-0.91,-0.216%,"2,175,635,077,130"
AVGO,Broadcom Inc. Common Stock,$394.28,5.17,1.329%,"1,875,818,720,467"
SPCX,Space Exploration Technologies Corp. Class A Common Stock,$135.27,-0.81,-0.595%,"1,770,799,815,846"
META,"Meta Platforms, Inc. Class A Common Stock",$681.31,20.27,3.066%,"1,729,453,181,248"
TSLA,"Tesla, Inc. Common Stock",$394.46,-1.72,-0.434%,"1,481,482,838,155"
LLY,Eli Lilly and Company Common Stock,"$1,156.63",4.09,0.355%,"1,089,246,362,422"
BRK/A,Berkshire Hathaway Inc.,"$733,180.00","-3,820.00",-0.518%,"1,078,415,399,320"
BRK/B,Berkshire Hathaway Inc.,$488.35,-2.74,-0.558%,"1,077,452,158,028"
MU,"Micron Technology, Inc. Common Stock",$904.28,-78.84,-8.019%,"1,021,287,638,586"
JPM,JP Morgan Chase & Co. Common Stock,$346.91,4.02,1.172%,"929,549,306,018"
WMT,Walmart Inc. Common Stock,$112.53,-1.17,-1.029%,"895,522,647,312"
AMD,"Advanced Micro Devices, Inc. Common Stock",$529.14,-18.99,-3.465%,"862,816,022,120"
ASML,ASML Holding N.V. New York Registry Shares,"$1,815.27",39.63,2.232%,"699,637,124,745"
V,Visa Inc.,$355.14,-0.88,-0.247%,"672,801,350,249"
GOOGM,Alphabet Inc. Depositary Shares representing a 1/20th Interest in a Share of Series A Mandatory Convertible Preferred Stock,$51.73,1.27,2.517%,"626,760,680,000"
GOOGN,Alphabet Inc. Depositary Shares representing a 1/20th Interest in a Share of Series B Mandatory Convertible Preferred Stock,$51.61,1.34,2.666%,"625,306,760,000"
XOM,ExxonMobil Holdings Corporation Common Stock,$144.51,-0.58,-0.40%,"598,986,314,381"
JNJ,Johnson & Johnson Common Stock,$247.02,-6.83,-2.691%,"594,630,736,176"
INTC,Intel Corporation Common Stock,$102.99,-4.77,-4.427%,"517,627,740,000"
MA,Mastercard Incorporated Common Stock,$535.21,-2.81,-0.522%,"472,902,915,035"
AMAT,"Applied Materials, Inc. Common Stock",$579.43,-16.27,-2.731%,"460,043,912,525"
CSCO,"Cisco Systems, Inc. Common Stock (DE)",$111.77,-5.32,-4.544%,"440,534,152,507"
BAC,Bank of America Corporation Common Stock,$61.59,0.97,1.60%,"437,079,018,195"
ABBV,AbbVie Inc. Common Stock,$244.11,-0.67,-0.274%,"431,291,795,534"
CAT,"Caterpillar, Inc. Common Stock",$914.30,-19.04,-2.04%,"421,160,432,872"
LRCX,Lam Research Corporation Common Stock,$335.43,-10.67,-3.083%,"419,479,030,530"
COST,Costco Wholesale Corporation Common Stock,$916.54,-5.21,-0.565%,"406,466,063,018"
ORCL,Oracle Corporation Common Stock,$132.49,4.55,3.556%,"381,633,602,790"
UNH,UnitedHealth Group Incorporated Common Stock (DE),$418.52,-6.67,-1.569%,"380,076,595,962"
GE,GE Aerospace Common Stock,$360.35,6.62,1.871%,"375,966,572,632"
CVX,Chevron Corporation Common Stock,$181.60,-0.16,-0.088%,"361,674,148,131"
MS,Morgan Stanley Common Stock,$228.55,0.88,0.387%,"360,488,444,925"
KO,Coca-Cola Company (The) Common Stock,$82.45,-0.63,-0.758%,"354,877,404,709"
HSBC,"HSBC Holdings, plc. Common Stock",$100.46,1.21,1.219%,"345,252,164,673"
PG,Procter & Gamble Company (The) Common Stock,$148.05,1.97,1.349%,"344,749,078,693"
HD,"Home Depot, Inc. (The) Common Stock",$341.44,3.70,1.096%,"340,455,519,902"
GS,"Goldman Sachs Group, Inc. (The) Common Stock","$1,152.07",12.07,1.059%,"339,869,199,511"
PLTR,Palantir Technologies Inc. Class A Common Stock,$133.76,0.04,0.03%,"320,664,450,044"
NFLX,"Netflix, Inc. Common Stock",$73.68,0.15,0.204%,"310,251,635,543"
MRK,"Merck & Company, Inc. Common Stock (new)",$123.61,2.83,2.343%,"305,294,995,938"
RY,Royal Bank Of Canada Common Stock,$217.87,3.83,1.789%,"302,790,777,519"
ARM,Arm Holdings plc American Depositary Shares,$277.01,-4.16,-1.48%,"294,753,945,357"
KLAC,KLA Corporation Common Stock,$224.50,-5.87,-2.548%,"293,258,784,645"
PANW,"Palo Alto Networks, Inc. Common Stock",$354.02,1.13,0.32%,"288,526,300,000"
NVS,Novartis AG Common Stock,$150.80,0.44,0.293%,"287,749,273,193"
GEV,GE Vernova Inc. Common Stock,"$1,055.28",-10.73,-1.007%,"283,574,836,324"
PM,Philip Morris International Inc Common Stock,$180.88,4.93,2.802%,"281,912,124,064"
TM,Toyota Motor Corporation Common Stock,$176.92,0.70,0.397%,"279,444,918,142"
BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share,$117.69,5.37,4.781%,"274,657,391,958"
TXN,Texas Instruments Incorporated Common Stock,$301.19,-4.36,-1.427%,"274,110,847,721"
MUFG,"Mitsubishi UFJ Financial Group, Inc. Common Stock",$22.77,0.27,1.20%,"270,227,777,648"
WFC,Wells Fargo & Company Common Stock,$87.51,2.22,2.603%,"267,797,182,620"
DELL,Dell Technologies Inc. Class C Common Stock ,$412.68,-44.86,-9.805%,"267,461,205,726"
RTX,RTX Corporation Common Stock,$195.89,2.50,1.293%,"263,801,816,711"
AZN,AstraZeneca PLC Ordinary Shares,$168.37,3.87,2.353%,"261,095,714,564"
AXP,American Express Company Common Stock,$358.44,3.38,0.952%,"244,573,090,229"
SHEL,Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares) ,$84.64,0.23,0.272%,"240,796,215,474"
SNDK,Sandisk Corporation Common Stock,"$1,615.00",-142.82,-8.125%,"239,164,959,170"
LIN,Linde plc Ordinary Shares,$514.15,-8.39,-1.606%,"237,845,552,977"
CCZ,Comcast Holdings ZONES,$66.50,UNCH,--,"237,659,127,755"
C,"Citigroup, Inc. Common Stock",$134.89,1.62,1.216%,"230,065,275,460"
NVO,Novo Nordisk A/S Common Stock,$50.56,1.49,3.036%,"223,876,167,091"
BHP,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),$85.48,1.13,1.34%,"217,178,681,514"
ANET,"Arista Networks, Inc. Common Stock",$171.92,-10.65,-5.833%,"216,482,109,789"
CRWD,"CrowdStrike Holdings, Inc. Class A Common Stock",$206.77,-3.96,-1.879%,"210,545,471,326"
TD,Toronto Dominion Bank (The) Common Stock,$124.80,1.92,1.563%,"206,222,016,000"
TMUS,"T-Mobile US, Inc. Common Stock",$187.62,0.49,0.262%,"203,043,249,004"
SAN,"Banco Santander, S.A. Sponsored ADR (Spain)",$13.82,0.19,1.394%,"203,006,395,518"
