Symbol,Name,Last Sale,Net Change,% Change,Market Cap
NVDA,NVIDIA Corporation Common Stock,$188.85,2.35,1.26%,"4,589,055,000,000"
AAPL,Apple Inc. Common Stock,$271.01,-0.85,-0.313%,"4,004,539,426,530"
GOOG,Alphabet Inc. Class C Capital Stock,$315.32,1.52,0.484%,"3,804,966,440,000"
GOOGL,Alphabet Inc. Class A Common Stock,$315.15,2.15,0.687%,"3,802,915,050,000"
MSFT,Microsoft Corporation Common Stock,$472.94,-10.68,-2.208%,"3,515,068,688,156"
AMZN,"Amazon.com, Inc. Common Stock",$226.50,-4.32,-1.872%,"2,421,333,926,492"
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,$319.61,15.72,5.173%,"1,657,672,174,167"
AVGO,Broadcom Inc. Common Stock,$347.62,1.52,0.439%,"1,648,161,598,008"
META,"Meta Platforms, Inc. Class A Common Stock",$650.41,-9.68,-1.466%,"1,639,376,354,365"
TSLA,"Tesla, Inc. Common Stock",$438.07,-11.65,-2.591%,"1,456,941,602,488"
BRK/B,Berkshire Hathaway Inc.,$496.85,-5.80,-1.154%,"1,096,205,804,681"
BRK/A,Berkshire Hathaway Inc.,"$744,120.00","-10,680.00",-1.415%,"1,094,506,760,880"
LLY,Eli Lilly and Company Common Stock,"$1,080.36",5.68,0.529%,"1,021,354,795,713"
WMT,Walmart Inc. Common Stock,$112.76,1.35,1.212%,"898,716,026,861"
JPM,JP Morgan Chase & Co. Common Stock,$325.48,3.26,1.012%,"886,041,931,777"
V,Visa Inc.,$346.48,-4.23,-1.206%,"667,225,238,538"
ORCL,Oracle Corporation Common Stock,$195.71,0.80,0.41%,"562,300,272,300"
XOM,Exxon Mobil Corporation Common Stock,$122.65,2.31,1.92%,"517,235,362,557"
MA,Mastercard Incorporated Common Stock,$563.13,-7.75,-1.358%,"505,688,401,884"
JNJ,Johnson & Johnson Common Stock,$207.35,0.40,0.193%,"499,567,339,400"
ASML,ASML Holding N.V. New York Registry Shares,"$1,163.78",93.92,8.779%,"457,695,727,662"
BAC,Bank of America Corporation Common Stock,$55.95,0.95,1.727%,"408,574,626,023"
ABBV,AbbVie Inc. Common Stock,$229.31,0.82,0.359%,"405,278,969,964"
PLTR,Palantir Technologies Inc. Class A Common Stock,$167.86,-9.89,-5.564%,"400,083,623,697"
NFLX,"Netflix, Inc. Common Stock",$90.99,-2.77,-2.954%,"385,554,050,707"
COST,Costco Wholesale Corporation Common Stock,$854.50,-7.84,-0.909%,"379,286,411,700"
AMD,"Advanced Micro Devices, Inc. Common Stock",$223.47,9.31,4.347%,"363,818,442,944"
BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share,$155.74,9.16,6.249%,"359,647,183,723"
MU,"Micron Technology, Inc. Common Stock",$315.42,30.01,10.515%,"355,008,131,105"
HD,"Home Depot, Inc. (The) Common Stock",$345.82,1.72,0.50%,"344,267,781,743"
GE,GE Aerospace Common Stock,$320.75,12.72,4.129%,"338,331,561,953"
PG,Procter & Gamble Company (The) Common Stock,$141.79,-1.52,-1.061%,"331,325,449,913"
CVX,Chevron Corporation Common Stock,$155.90,3.49,2.29%,"313,908,016,972"
UNH,UnitedHealth Group Incorporated Common Stock (DE),$336.40,6.29,1.905%,"304,724,111,768"
UBS,UBS Group AG Registered Ordinary Shares,$47.10,0.79,1.706%,"301,587,627,697"
CSCO,"Cisco Systems, Inc. Common Stock (DE)",$76.04,-0.58,-0.757%,"300,441,230,571"
WFC,Wells Fargo & Company Common Stock,$95.20,2.00,2.146%,"298,840,848,398"
KO,Coca-Cola Company (The) Common Stock,$69.12,-0.79,-1.13%,"297,327,203,366"
SAP,SAP  SE ADS,$236.92,-5.99,-2.466%,"291,057,222,645"
MS,Morgan Stanley Common Stock,$181.90,4.37,2.462%,"289,095,363,671"
TM,Toyota Motor Corporation Common Stock,$217.87,3.81,1.78%,"284,297,032,899"
AZN,AstraZeneca PLC American Depositary Shares,$91.57,-0.36,-0.392%,"283,999,935,649"
CAT,"Caterpillar, Inc. Common Stock",$598.41,25.54,4.458%,"280,043,670,042"
HSBC,"HSBC Holdings, plc. Common Stock",$80.45,1.78,2.263%,"276,349,609,347"
GS,"Goldman Sachs Group, Inc. (The) Common Stock",$914.34,35.34,4.02%,"274,236,634,748"
NVS,Novartis AG Common Stock,$138.54,0.67,0.486%,"273,628,864,418"
IBM,International Business Machines Corporation Common Stock,$291.50,-4.71,-1.59%,"272,475,312,549"
MRK,"Merck & Company, Inc. Common Stock (new)",$106.45,1.19,1.131%,"264,211,298,957"
AXP,American Express Company Common Stock,$372.73,2.78,0.751%,"256,755,676,623"
RTX,RTX Corporation Common Stock,$187.25,3.85,2.099%,"251,059,546,140"
PM,Philip Morris International Inc Common Stock,$160.30,-0.10,-0.062%,"249,529,191,465"
RY,Royal Bank Of Canada Common Stock,$170.78,0.29,0.17%,"239,128,203,140"
CRM,"Salesforce, Inc. Common Stock",$253.62,-11.29,-4.262%,"237,641,940,000"
NVO,Novo Nordisk A/S Common Stock,$52.39,1.51,2.968%,"233,921,350,000"
