Symbol,Name,Last Sale,Net Change,% Change,Market Cap
NVDA,NVIDIA Corporation Common Stock,$188.22,-2.31,-1.212%,"4,573,746,000,000"
AAPL,Apple Inc. Common Stock,$273.76,0.36,0.132%,"4,045,174,397,280"
GOOG,Alphabet Inc. Class C Capital Stock,$314.39,-0.57,-0.181%,"3,793,744,130,000"
GOOGL,Alphabet Inc. Class A Common Stock,$313.56,0.05,0.016%,"3,783,728,520,000"
MSFT,Microsoft Corporation Common Stock,$487.10,-0.61,-0.125%,"3,620,311,155,751"
AMZN,"Amazon.com, Inc. Common Stock",$232.07,-0.45,-0.194%,"2,480,878,429,673"
META,"Meta Platforms, Inc. Class A Common Stock",$658.69,-4.60,-0.694%,"1,660,246,322,868"
AVGO,Broadcom Inc. Common Stock,$349.39,-2.74,-0.778%,"1,656,553,652,633"
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,$300.92,-1.92,-0.634%,"1,560,735,617,316"
TSLA,"Tesla, Inc. Common Stock",$459.64,-15.55,-3.272%,"1,528,679,521,920"
BRK/A,Berkshire Hathaway Inc.,"$752,000.00","5,000.00",0.669%,"1,106,097,248,000"
BRK/B,Berkshire Hathaway Inc.,$501.05,2.75,0.552%,"1,105,472,312,440"
LLY,Eli Lilly and Company Common Stock,"$1,078.73",0.98,0.091%,"1,019,813,820,189"
WMT,Walmart Inc. Common Stock,$112.53,0.79,0.707%,"896,882,888,459"
JPM,JP Morgan Chase & Co. Common Stock,$323.75,-4.16,-1.269%,"881,332,418,006"
V,Visa Inc.,$354.61,-0.39,-0.11%,"682,881,383,739"
ORCL,Oracle Corporation Common Stock,$195.38,-2.61,-1.318%,"561,352,139,400"
MA,Mastercard Incorporated Common Stock,$577.90,-1.70,-0.293%,"518,951,800,559"
XOM,Exxon Mobil Corporation Common Stock,$120.53,1.42,1.192%,"508,294,971,455"
JNJ,Johnson & Johnson Common Stock,$207.56,-0.07,-0.034%,"500,073,291,371"
PLTR,Palantir Technologies Inc. Class A Common Stock,$184.18,-4.53,-2.401%,"438,981,304,733"
ASML,ASML Holding N.V. New York Registry Shares,"$1,065.995",-6.755,-0.63%,"419,238,479,101"
ABBV,AbbVie Inc. Common Stock,$230.84,0.86,0.374%,"407,983,068,451"
BAC,Bank of America Corporation Common Stock,$55.35,-0.82,-1.46%,"404,193,128,693"
NFLX,"Netflix, Inc. Common Stock",$94.15,-0.32,-0.339%,"398,943,992,461"
COST,Costco Wholesale Corporation Common Stock,$867.84,-5.51,-0.631%,"385,207,629,642"
AMD,"Advanced Micro Devices, Inc. Common Stock",$215.61,0.62,0.288%,"351,022,036,439"
HD,"Home Depot, Inc. (The) Common Stock",$347.45,-2.33,-0.666%,"345,890,465,463"
BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share,$148.49,-3.75,-2.463%,"342,904,907,609"
PG,Procter & Gamble Company (The) Common Stock,$144.57,-0.17,-0.117%,"337,821,569,179"
MU,"Micron Technology, Inc. Common Stock",$294.37,9.695,3.406%,"331,316,161,161"
GE,GE Aerospace Common Stock,$311.58,-3.56,-1.13%,"328,658,918,389"
CSCO,"Cisco Systems, Inc. Common Stock (DE)",$77.79,-0.37,-0.473%,"307,355,646,056"
CVX,Chevron Corporation Common Stock,$150.99,0.97,0.647%,"304,021,625,931"
SAP,SAP  SE ADS,$246.04,-0.52,-0.211%,"302,261,181,241"
KO,Coca-Cola Company (The) Common Stock,$70.16,0.29,0.415%,"301,800,876,565"
UNH,UnitedHealth Group Incorporated Common Stock (DE),$328.94,-2.89,-0.871%,"297,966,555,663"
WFC,Wells Fargo & Company Common Stock,$94.52,-0.74,-0.777%,"296,706,270,910"
AZN,AstraZeneca PLC American Depositary Shares,$92.52,-0.38,-0.409%,"286,946,314,800"
MS,Morgan Stanley Common Stock,$179.94,-1.93,-1.061%,"285,980,317,421"
IBM,International Business Machines Corporation Common Stock,$305.74,0.65,0.213%,"285,785,941,882"
TM,Toyota Motor Corporation Common Stock,$216.44,-0.18,-0.083%,"282,431,035,942"
NVS,Novartis AG Common Stock,$139.20,0.02,0.014%,"274,932,423,322"
HSBC,"HSBC Holdings, plc. Common Stock",$78.85,-1.12,-1.401%,"270,853,532,592"
CAT,"Caterpillar, Inc. Common Stock",$578.61,-4.39,-0.753%,"270,777,674,042"
GS,"Goldman Sachs Group, Inc. (The) Common Stock",$892.18,-14.86,-1.638%,"267,590,218,944"
MRK,"Merck & Company, Inc. Common Stock (new)",$106.62,-0.16,-0.15%,"264,633,242,788"
