Symbol,Name,Last Sale,Net Change,% Change,Market Cap
NVDA,NVIDIA Corporation Common Stock,$177.72,1.43,0.811%,"4,318,596,000,000"
AAPL,Apple Inc. Common Stock,$274.61,0.50,0.182%,"4,057,734,297,330"
GOOG,Alphabet Inc. Class C Capital Stock,$307.73,-1.59,-0.514%,"3,713,377,910,000"
GOOGL,Alphabet Inc. Class A Common Stock,$306.57,-1.65,-0.535%,"3,699,380,190,000"
MSFT,Microsoft Corporation Common Stock,$476.39,1.57,0.331%,"3,540,710,391,065"
AMZN,"Amazon.com, Inc. Common Stock",$222.56,0.02,0.009%,"2,379,214,475,408"
META,"Meta Platforms, Inc. Class A Common Stock",$657.15,9.64,1.489%,"1,656,364,710,369"
TSLA,"Tesla, Inc. Common Stock",$489.88,14.57,3.065%,"1,629,252,293,530"
AVGO,Broadcom Inc. Common Stock,$341.30,1.49,0.438%,"1,611,743,182,009"
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,$286.87,-0.87,-0.302%,"1,487,864,636,912"
BRK/B,Berkshire Hathaway Inc.,$499.84,-6.54,-1.292%,"1,102,802,675,681"
BRK/A,Berkshire Hathaway Inc.,"$749,120.00","-9,780.01",-1.289%,"1,101,861,130,880"
LLY,Eli Lilly and Company Common Stock,"$1,054.29",-7.90,-0.744%,"996,708,641,168"
WMT,Walmart Inc. Common Stock,$115.42,-1.37,-1.173%,"919,916,670,985"
JPM,JP Morgan Chase & Co. Common Stock,$315.55,-4.47,-1.397%,"859,009,867,187"
V,Visa Inc.,$345.11,-1.78,-0.513%,"664,586,995,128"
ORCL,Oracle Corporation Common Stock,$188.65,3.73,2.017%,"542,015,974,500"
MA,Mastercard Incorporated Common Stock,$566.02,-3.11,-0.546%,"508,283,609,885"
JNJ,Johnson & Johnson Common Stock,$209.30,-4.87,-2.274%,"504,265,464,849"
XOM,Exxon Mobil Corporation Common Stock,$114.68,-3.08,-2.615%,"483,624,552,614"
PLTR,Palantir Technologies Inc. Class A Common Stock,$187.75,4.50,2.456%,"447,490,172,460"
ASML,ASML Holding N.V. New York Registry Shares,"$1,076.05",-11.77,-1.082%,"423,192,946,906"
NFLX,"Netflix, Inc. Common Stock",$94.57,0.80,0.853%,"400,723,668,264"
BAC,Bank of America Corporation Common Stock,$54.81,-0.52,-0.94%,"400,249,781,096"
ABBV,AbbVie Inc. Common Stock,$223.67,-3.78,-1.662%,"395,310,920,639"
COST,Costco Wholesale Corporation Common Stock,$860.39,-0.17,-0.02%,"381,306,931,239"
HD,"Home Depot, Inc. (The) Common Stock",$352.68,-4.31,-1.207%,"351,096,990,530"
BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share,$149.29,-0.80,-0.533%,"344,752,331,181"
AMD,"Advanced Micro Devices, Inc. Common Stock",$209.17,1.59,0.766%,"340,537,448,922"
PG,Procter & Gamble Company (The) Common Stock,$145.21,0.08,0.055%,"339,317,078,650"
GE,GE Aerospace Common Stock,$298.73,-2.25,-0.748%,"315,104,559,633"
CSCO,"Cisco Systems, Inc. Common Stock (DE)",$77.55,-0.70,-0.895%,"306,407,383,361"
UNH,UnitedHealth Group Incorporated Common Stock (DE),$334.20,-6.90,-2.023%,"302,731,266,804"
KO,Coca-Cola Company (The) Common Stock,$70.37,-0.60,-0.845%,"302,704,214,423"
SAP,SAP  SE ADS,$243.66,-0.83,-0.339%,"299,337,341,169"
CVX,Chevron Corporation Common Stock,$146.75,-3.05,-2.036%,"295,484,294,360"
WFC,Wells Fargo & Company Common Stock,$92.19,-0.71,-0.764%,"289,392,203,927"
IBM,International Business Machines Corporation Common Stock,$303.18,-5.48,-1.775%,"283,393,019,755"
AZN,AstraZeneca PLC American Depositary Shares,$91.35,-0.21,-0.229%,"283,317,616,266"
MS,Morgan Stanley Common Stock,$176.51,-1.28,-0.72%,"280,528,986,485"
TM,Toyota Motor Corporation Common Stock,$214.42,-0.39,-0.182%,"279,795,152,128"
CAT,"Caterpillar, Inc. Common Stock",$588.93,-0.83,-0.141%,"275,607,223,472"
NVS,Novartis AG Common Stock,$135.03,-0.16,-0.118%,"266,696,301,157"
GS,"Goldman Sachs Group, Inc. (The) Common Stock",$879.15,-10.44,-1.174%,"263,682,150,446"
AXP,American Express Company Common Stock,$380.75,-1.82,-0.476%,"262,280,266,880"
MU,"Micron Technology, Inc. Common Stock",$232.51,-4.99,-2.101%,"260,984,577,798"
HSBC,"HSBC Holdings, plc. Common Stock",$74.66,-0.62,-0.824%,"256,460,681,590"
PM,Philip Morris International Inc Common Stock,$157.95,-0.46,-0.29%,"245,871,090,405"
MRK,"Merck & Company, Inc. Common Stock (new)",$98.27,-1.99,-1.985%,"243,908,354,613"
RTX,RTX Corporation Common Stock,$179.93,-2.18,-1.197%,"241,245,095,524"
CRM,"Salesforce, Inc. Common Stock",$254.91,0.33,0.13%,"238,850,670,000"
RY,Royal Bank Of Canada Common Stock,$166.37,-0.72,-0.431%,"232,953,268,277"
APP,Applovin Corporation Class A Common Stock,$677.30,2.135,0.316%,"228,896,921,500"
MCD,McDonald's Corporation Common Stock,$314.50,-4.23,-1.327%,"223,972,543,075"
CCZ,Comcast Holdings ZONES,$61.37,UNCH,--,"223,625,805,772"
TMUS,"T-Mobile US, Inc. Common Stock",$198.00,1.84,0.938%,"221,464,311,948"
ABT,Abbott Laboratories Common Stock,$126.86,-1.61,-1.253%,"220,593,295,196"
NVO,Novo Nordisk A/S Common Stock,$48.96,-1.41,-2.799%,"218,606,400,000"
TMO,Thermo Fisher Scientific Inc Common Stock,$570.16,-5.75,-0.998%,"214,213,706,919"
SHOP,Shopify Inc. Class A Subordinate Voting Shares,$163.14,3.29,2.058%,"212,290,990,823"
PEP,"PepsiCo, Inc. Common Stock",$150.37,-0.85,-0.562%,"205,606,934,145"
AMAT,"Applied Materials, Inc. Common Stock",$258.84,-2.43,-0.93%,"205,245,460,855"
LRCX,Lam Research Corporation Common Stock,$163.26,-1.04,-0.633%,"205,059,457,800"
SHEL,Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares) ,$70.46,-1.77,-2.451%,"204,736,765,143"
DIS,Walt Disney Company (The) Common Stock,$111.62,1.13,1.023%,"199,273,940,991"
C,"Citigroup, Inc. Common Stock",$111.28,-1.52,-1.348%,"199,109,538,174"
LIN,Linde plc Ordinary Shares,$423.51,6.52,1.564%,"197,757,541,344"
ISRG,"Intuitive Surgical, Inc. Common Stock",$554.58,-4.94,-0.883%,"196,596,432,164"
MUFG,"Mitsubishi UFJ Financial Group, Inc. Common Stock",$15.76,-0.63,-3.844%,"190,187,124,099"
QCOM,QUALCOMM Incorporated Common Stock,$176.12,-3.14,-1.752%,"188,624,520,000"
INTU,Intuit Inc. Common Stock,$669.35,14.75,2.253%,"186,347,040,000"
