Symbol,Name,Last Sale,Net Change,% Change,Market Cap
NVDA,NVIDIA Corporation Common Stock,$183.16,-9.41,-4.887%,"4,450,788,000,000"
MSFT,Microsoft Corporation Common Stock,$510.96,-11.44,-2.19%,"3,798,050,693,014"
AAPL,Apple Inc. Common Stock,$245.27,-8.77,-3.452%,"3,639,902,455,300"
GOOG,Alphabet Inc. Class C Capital Stock,$237.49,-4.72,-1.949%,"2,872,204,060,000"
GOOGL,Alphabet Inc. Class A Common Stock,$236.57,-4.96,-2.054%,"2,861,077,580,000"
AMZN,"Amazon.com, Inc. Common Stock",$216.37,-11.37,-4.993%,"2,307,567,030,428"
META,"Meta Platforms, Inc. Class A Common Stock",$705.30,-28.21,-3.846%,"1,771,813,382,318"
AVGO,Broadcom Inc. Common Stock,$324.63,-20.39,-5.91%,"1,533,021,357,092"
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,$280.66,-19.22,-6.409%,"1,455,656,182,228"
TSLA,"Tesla, Inc. Common Stock",$413.49,-22.05,-5.063%,"1,333,690,861,113"
BRK/A,Berkshire Hathaway Inc.,"$734,180.00","-10,524.82",-1.413%,"1,079,886,273,320"
BRK/B,Berkshire Hathaway Inc.,$489.13,-7.61,-1.532%,"1,079,173,080,897"
ORCL,Oracle Corporation Common Stock,$292.96,-4.00,-1.347%,"832,508,533,440"
JPM,JP Morgan Chase & Co. Common Stock,$300.89,-4.64,-1.519%,"827,373,437,130"
WMT,Walmart Inc. Common Stock,$101.84,0.07,0.069%,"811,955,158,264"
LLY,Eli Lilly and Company Common Stock,$833.49,-21.86,-2.556%,"788,862,244,059"
V,Visa Inc.,$343.65,-3.39,-0.977%,"666,661,032,560"
NFLX,"Netflix, Inc. Common Stock","$1,220.08",-10.99,-0.893%,"518,444,136,228"
MA,Mastercard Incorporated Common Stock,$557.48,-7.07,-1.252%,"503,968,518,891"
XOM,Exxon Mobil Corporation Common Stock,$110.73,-2.18,-1.931%,"472,069,342,635"
JNJ,Johnson & Johnson Common Stock,$190.72,-0.36,-0.188%,"459,318,389,668"
PLTR,Palantir Technologies Inc. Class A Common Stock,$175.44,-10.03,-5.408%,"416,203,754,340"
COST,Costco Wholesale Corporation Common Stock,$930.01,-12.88,-1.366%,"412,161,065,472"
ABBV,AbbVie Inc. Common Stock,$230.50,-0.19,-0.082%,"407,191,677,317"
HD,"Home Depot, Inc. (The) Common Stock",$375.75,-1.94,-0.514%,"374,016,532,610"
ASML,ASML Holding N.V. New York Registry Shares,$936.19,-44.35,-4.523%,"368,188,285,827"
BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share,$159.01,-14.67,-8.447%,"367,198,527,571"
BAC,Bank of America Corporation Common Stock,$48.65,-1.14,-2.29%,"360,347,986,729"
PG,Procter & Gamble Company (The) Common Stock,$149.69,-0.89,-0.591%,"350,629,588,039"
AMD,"Advanced Micro Devices, Inc. Common Stock",$214.90,-17.99,-7.725%,"348,749,108,766"
SAP,SAP  SE ADS,$265.53,-10.26,-3.72%,"326,204,728,723"
UNH,UnitedHealth Group Incorporated Common Stock (DE),$354.50,-13.19,-3.587%,"321,061,300,063"
GE,GE Aerospace Common Stock,$291.49,-7.86,-2.626%,"309,107,476,917"
CVX,Chevron Corporation Common Stock,$148.90,-2.74,-1.807%,"302,153,891,986"
KO,Coca-Cola Company (The) Common Stock,$67.04,0.67,1.009%,"288,517,852,574"
CSCO,"Cisco Systems, Inc. Common Stock (DE)",$67.94,-2.02,-2.887%,"268,580,200,987"
AZN,AstraZeneca PLC American Depositary Shares,$84.53,-0.51,-0.60%,"262,161,670,822"
IBM,International Business Machines Corporation Common Stock,$277.82,-10.41,-3.612%,"258,794,675,812"
TMUS,"T-Mobile US, Inc. Common Stock",$228.79,2.58,1.141%,"257,484,621,704"
NVS,Novartis AG Common Stock,$130.03,-1.03,-0.786%,"256,820,854,917"
NVO,Novo Nordisk A/S Common Stock,$56.93,-1.75,-2.982%,"254,192,450,000"
PM,Philip Morris International Inc Common Stock,$160.47,3.62,2.308%,"249,785,890,908"
WFC,Wells Fargo & Company Common Stock,$77.62,-2.27,-2.841%,"248,651,106,643"
MS,Morgan Stanley Common Stock,$151.86,-4.41,-2.822%,"242,419,547,906"
TM,Toyota Motor Corporation Common Stock,$185.22,-7.11,-3.697%,"241,692,277,200"
GS,"Goldman Sachs Group, Inc. (The) Common Stock",$764.36,-15.60,-2.00%,"231,387,893,881"
CCZ,Comcast Holdings ZONES,$62.54,UNCH,--,"230,910,594,635"
ABT,Abbott Laboratories Common Stock,$132.57,-0.74,-0.555%,"230,732,651,486"
CAT,"Caterpillar, Inc. Common Stock",$491.30,-9.06,-1.811%,"230,163,694,870"
CRM,"Salesforce, Inc. Common Stock",$241.68,-3.65,-1.488%,"230,079,360,000"
HSBC,"HSBC Holdings, plc. Common Stock",$65.92,-1.41,-2.094%,"228,284,663,847"
AXP,American Express Company Common Stock,$316.26,-8.18,-2.521%,"220,079,713,111"
MRK,"Merck & Company, Inc. Common Stock (new)",$85.99,-1.51,-1.726%,"214,784,378,314"
LIN,Linde plc Ordinary Shares,$453.82,-4.34,-0.947%,"212,800,523,812"
MCD,McDonald's Corporation Common Stock,$297.01,3.20,1.089%,"211,947,652,942"
RTX,RTX Corporation Common Stock,$157.70,-4.48,-2.762%,"211,088,046,118"
SHEL,Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares) ,$71.42,-2.11,-2.87%,"207,526,252,718"
PEP,"PepsiCo, Inc. Common Stock",$150.08,5.37,3.711%,"205,210,405,510"
MU,"Micron Technology, Inc. Common Stock",$181.60,-10.73,-5.579%,"203,839,831,956"
RY,Royal Bank Of Canada Common Stock,$143.64,-1.62,-1.115%,"201,812,786,295"
TMO,Thermo Fisher Scientific Inc Common Stock,$524.80,-9.88,-1.848%,"198,170,841,101"
DIS,Walt Disney Company (The) Common Stock,$109.19,-1.80,-1.622%,"196,316,395,225"
SHOP,Shopify Inc. Class A Subordinate Voting Shares,$151.02,-12.85,-7.842%,"196,230,583,148"
UBER,"Uber Technologies, Inc. Common Stock",$93.40,-2.60,-2.708%,"194,778,104,338"
ANET,"Arista Networks, Inc. Common Stock",$154.10,-4.13,-2.61%,"193,682,955,212"
APP,Applovin Corporation Class A Common Stock,$569.89,-30.43,-5.069%,"192,765,243,489"
T,AT&T Inc.,$25.87,-0.23,-0.881%,"184,980,472,368"
NOW,"ServiceNow, Inc. Common Stock",$888.71,-29.24,-3.185%,"184,851,680,000"
INTU,Intuit Inc. Common Stock,$641.79,-3.13,-0.485%,"178,934,260,950"
HDB,HDFC Bank Limited Common Stock,$34.82,0.05,0.144%,"178,209,682,974"
MUFG,"Mitsubishi UFJ Financial Group, Inc. Common Stock",$14.62,-0.72,-4.694%,"176,429,933,650"
PDD,PDD Holdings Inc. American Depositary Shares,$124.27,-6.98,-5.318%,"176,419,465,833"
BLK,"BlackRock, Inc. Common Stock","$1,132.36",-35.07,-3.004%,"175,349,724,685"
C,"Citigroup, Inc. Common Stock",$93.93,-1.99,-2.075%,"172,915,539,559"
NEE,"NextEra Energy, Inc. Common Stock",$83.35,-0.36,-0.43%,"171,642,037,210"
SONY,Sony Group Corporation American Depositary Shares ,$28.25,-1.59,-5.328%,"170,206,314,834"
VZ,Verizon Communications Inc. Common Stock,$39.85,-0.98,-2.40%,"168,020,543,599"
BKNG,Booking Holdings Inc. Common Stock,"$5,164.93",-27.00,-0.52%,"167,394,787,333"
AMAT,"Applied Materials, Inc. Common Stock",$209.95,-10.35,-4.698%,"167,255,077,549"
SCHW,Charles Schwab Corporation (The) Common Stock,$91.96,-2.06,-2.191%,"166,927,566,828"
LRCX,Lam Research Corporation Common Stock,$131.37,-9.63,-6.83%,"166,264,630,770"
QCOM,QUALCOMM Incorporated Common Stock,$153.59,-12.07,-7.286%,"165,723,610,000"
TBB,AT&T Inc. 5.350% Global Notes due 2066,$23.11,-0.15,-0.645%,"165,245,408,443"
GEV,GE Vernova Inc. Common Stock,$604.56,-29.71,-4.684%,"164,575,705,166"
ARM,Arm Holdings plc American Depositary Shares,$154.81,-15.85,-9.287%,"163,984,659,685"
BA,Boeing Company (The) Common Stock,$210.73,-5.27,-2.44%,"159,345,111,067"
INTC,Intel Corporation Common Stock,$36.37,-1.43,-3.783%,"159,191,490,000"
TJX,"TJX Companies, Inc. (The) Common Stock",$140.38,1.82,1.314%,"156,234,341,725"
AMGN,Amgen Inc. Common Stock,$290.13,-5.30,-1.794%,"156,194,923,831"
TXN,Texas Instruments Incorporated Common Stock,$171.70,-7.26,-4.057%,"156,098,851,917"
ISRG,"Intuitive Surgical, Inc. Common Stock",$429.59,-14.17,-3.193%,"153,997,922,213"
ACN,Accenture plc Class A Ordinary Shares (Ireland),$240.94,-11.10,-4.404%,"150,070,128,815"
APH,Amphenol Corporation Common Stock,$121.70,-4.55,-3.604%,"148,586,099,209"
SPGI,S&P Global Inc. Common Stock,$486.10,-1.51,-0.31%,"148,406,330,000"
UL,Unilever PLC Common Stock,$60.43,1.50,2.545%,"148,167,426,020"
GILD,"Gilead Sciences, Inc. Common Stock",$117.18,0.44,0.377%,"145,397,754,417"
DHR,Danaher Corporation Common Stock,$202.46,-2.02,-0.988%,"144,971,804,911"
SAN,"Banco Santander, S.A. Sponsored ADR (Spain)",$9.75,-0.19,-1.911%,"144,450,515,508"
ETN,"Eaton Corporation, PLC Ordinary Shares",$369.08,-8.11,-2.15%,"143,682,844,000"
BSX,Boston Scientific Corporation Common Stock,$95.41,-1.87,-1.922%,"141,373,923,400"
ADBE,Adobe Inc. Common Stock,$337.51,-9.96,-2.866%,"141,281,686,000"
PFE,"Pfizer, Inc. Common Stock",$24.78,-0.46,-1.823%,"140,887,941,390"
PGR,Progressive Corporation (The) Common Stock,$240.00,-2.16,-0.892%,"140,690,036,880"
SPOT,Spotify Technology S.A. Ordinary Shares,$685.29,11.63,1.726%,"139,692,535,044"
PANW,"Palo Alto Networks, Inc. Common Stock",$208.55,-6.62,-3.077%,"139,499,095,000"
SYK,Stryker Corporation Common Stock,$364.60,-5.60,-1.513%,"139,389,240,851"
BHP,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),$53.62,-2.42,-4.318%,"136,165,662,249"
TD,Toronto Dominion Bank (The) Common Stock,$78.32,-1.51,-1.892%,"133,708,217,280"
UNP,Union Pacific Corporation Common Stock,$225.45,-6.09,-2.63%,"133,701,694,500"
LOW,"Lowe's Companies, Inc. Common Stock",$232.22,-2.45,-1.044%,"130,234,759,439"
KLAC,KLA Corporation Common Stock,$982.75,-70.72,-6.713%,"129,685,036,368"
COF,Capital One Financial Corporation Common Stock,$202.49,-8.25,-3.915%,"129,495,859,292"
HON,Honeywell International Inc. Common Stock,$200.91,-3.32,-1.626%,"127,557,068,271"
UBS,UBS Group AG Registered Ordinary Shares,$39.74,-0.39,-0.972%,"126,167,555,475"
TTE,TotalEnergies SE,$57.39,-1.22,-2.082%,"125,217,048,932"
CRWD,"CrowdStrike Holdings, Inc. Class A Common Stock",$493.66,-15.47,-3.039%,"123,886,514,412"
HOOD,"Robinhood Markets, Inc. Class A Common Stock",$138.96,-13.50,-8.855%,"122,627,886,821"
MDT,Medtronic plc. Ordinary Shares,$95.45,-1.05,-1.088%,"122,432,367,437"
DE,Deere & Company Common Stock,$446.35,-9.87,-2.163%,"120,661,524,119"
SNY,Sanofi ADS,$48.09,-0.73,-1.495%,"118,085,598,433"
LMT,Lockheed Martin Corporation Common Stock,$505.05,-2.71,-0.534%,"117,911,526,533"
IBKR,"Interactive Brokers Group, Inc. Class A Common Stock",$69.01,-3.61,-4.971%,"117,304,605,252"
ADP,"Automatic Data Processing, Inc. Common Stock",$285.19,-0.70,-0.245%,"115,514,253,667"
CEG,Constellation Energy Corporation Common Stock ,$368.49,-14.74,-3.846%,"115,118,331,806"
DASH,"DoorDash, Inc. Class A Common Stock",$266.02,-9.42,-3.42%,"113,642,369,209"
BX,Blackstone Inc. Common Stock,$153.77,-6.88,-4.283%,"113,342,585,788"
BTI,"British American Tobacco  Industries, p.l.c. Common Stock ADR",$51.54,0.18,0.35%,"112,841,950,914"
