Symbol,Name,Last Sale,Net Change,% Change,Market Cap
NVDA,NVIDIA Corporation Common Stock,$187.05,3.91,2.135%,"4,545,315,000,000"
GOOG,Alphabet Inc. Class C Capital Stock,$333.16,-3.15,-0.937%,"4,020,241,720,000"
GOOGL,Alphabet Inc. Class A Common Stock,$332.78,-3.06,-0.911%,"4,015,656,260,000"
AAPL,Apple Inc. Common Stock,$258.21,-1.75,-0.673%,"3,795,151,472,460"
MSFT,Microsoft Corporation Common Stock,$456.66,-2.72,-0.592%,"3,394,069,579,932"
AMZN,"Amazon.com, Inc. Common Stock",$238.18,1.53,0.647%,"2,546,195,649,500"
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,$341.64,14.53,4.442%,"1,771,931,796,823"
AVGO,Broadcom Inc. Common Stock,$343.02,3.13,0.921%,"1,626,351,738,533"
META,"Meta Platforms, Inc. Class A Common Stock",$620.80,5.28,0.858%,"1,564,743,532,218"
TSLA,"Tesla, Inc. Common Stock",$438.57,-0.63,-0.143%,"1,458,604,512,071"
BRK/B,Berkshire Hathaway Inc.,$492.62,-0.53,-0.107%,"1,086,873,107,582"
BRK/A,Berkshire Hathaway Inc.,"$738,690.900000000023","-4,746.79",-0.638%,"1,086,521,238,847"
LLY,Eli Lilly and Company Common Stock,"$1,032.97",-40.32,-3.757%,"976,553,059,468"
WMT,Walmart Inc. Common Stock,$119.20,-0.84,-0.70%,"950,043,902,109"
JPM,JP Morgan Chase & Co. Common Stock,$309.26,1.39,0.451%,"841,886,837,352"
V,Visa Inc.,$327.75,-1.42,-0.431%,"631,156,407,097"
ORCL,Oracle Corporation Common Stock,$189.85,-3.76,-1.942%,"545,463,730,500"
XOM,Exxon Mobil Corporation Common Stock,$129.13,-1.07,-0.822%,"544,562,595,736"
JNJ,Johnson & Johnson Common Stock,$219.57,1.02,0.467%,"529,008,925,546"
ASML,ASML Holding N.V. New York Registry Shares,"$1,331.60",67.88,5.371%,"523,696,601,552"
MA,Mastercard Incorporated Common Stock,$542.65,-4.17,-0.763%,"487,297,446,917"
COST,Costco Wholesale Corporation Common Stock,$956.75,5.77,0.607%,"424,672,058,974"
PLTR,Palantir Technologies Inc. Class A Common Stock,$177.07,-1.33,-0.746%,"422,035,072,370"
BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share,$170.93,1.03,0.606%,"394,725,138,782"
BAC,Bank of America Corporation Common Stock,$52.59,0.11,0.21%,"384,038,240,975"
