Symbol,Name,Last Sale,Net Change,% Change,Market Cap
NVDA,NVIDIA Corporation Common Stock,$183.14,-2.89,-1.554%,"4,450,302,000,000"
AAPL,Apple Inc. Common Stock,$255.76,-5.05,-1.936%,"3,754,848,366,400"
GOOGL,Alphabet Inc. Class A Common Stock,$303.55,-5.15,-1.668%,"3,672,044,350,000"
GOOG,Alphabet Inc. Class C Capital Stock,$303.21,-5.21,-1.689%,"3,667,931,370,000"
MSFT,Microsoft Corporation Common Stock,$401.86,-3.02,-0.746%,"2,984,063,300,481"
MU,"Micron Technology, Inc. Common Stock",$405.35,-13.34,-3.186%,"2,281,125,894,732"
AMZN,"Amazon.com, Inc. Common Stock",$209.53,-3.12,-1.467%,"2,249,287,969,891"
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,$336.71,-17.85,-5.034%,"1,746,362,121,848"
META,"Meta Platforms, Inc. Class A Common Stock",$638.18,-16.68,-2.547%,"1,614,311,706,016"
AVGO,Broadcom Inc. Common Stock,$335.97,-5.60,-1.639%,"1,591,020,409,554"
TSLA,"Tesla, Inc. Common Stock",$395.01,-12.81,-3.141%,"1,482,248,158,000"
BRK/B,Berkshire Hathaway Inc.,$491.89,-1.68,-0.34%,"1,085,262,500,281"
BRK/A,Berkshire Hathaway Inc.,"$736,625.00","-3,375.00",-0.456%,"1,083,482,560,250"
WMT,Walmart Inc. Common Stock,$125.33,1.84,1.49%,"998,901,025,598"
LLY,Eli Lilly and Company Common Stock,$977.25,-22.59,-2.259%,"923,324,251,457"
JPM,JP Morgan Chase & Co. Common Stock,$282.89,-4.63,-1.61%,"762,963,488,564"
XOM,Exxon Mobil Corporation Common Stock,$153.53,1.95,1.286%,"639,723,192,939"
AZN,AstraZeneca PLC Ordinary Shares,$192.50,-0.81,-0.419%,"597,029,459,565"
V,Visa Inc.,$306.50,-2.46,-0.796%,"587,256,852,289"
JNJ,Johnson & Johnson Common Stock,$242.04,-0.95,-0.391%,"583,291,938,469"
ASML,ASML Holding N.V. New York Registry Shares,"$1,351.58",-35.10,-2.531%,"520,922,807,661"
ORCL,Oracle Corporation Common Stock,$159.16,-3.96,-2.428%,"457,440,323,560"
COST,Costco Wholesale Corporation Common Stock,"$1,003.32",11.09,1.118%,"445,343,057,445"
MA,Mastercard Incorporated Common Stock,$497.31,-6.69,-1.327%,"443,507,180,383"
ABBV,AbbVie Inc. Common Stock,$225.37,-2.31,-1.015%,"398,492,250,234"
NFLX,"Netflix, Inc. Common Stock",$94.31,-0.58,-0.611%,"398,192,112,367"
CVX,Chevron Corporation Common Stock,$196.97,5.18,2.701%,"393,031,089,617"
PLTR,Palantir Technologies Inc. Class A Common Stock,$153.50,1.90,1.253%,"366,967,954,139"
PG,Procter & Gamble Company (The) Common Stock,$150.50,-2.82,-1.839%,"349,762,103,093"
BAC,Bank of America Corporation Common Stock,$47.13,-1.39,-2.865%,"338,237,030,672"
HD,"Home Depot, Inc. (The) Common Stock",$338.93,-11.91,-3.395%,"337,408,707,611"
KO,Coca-Cola Company (The) Common Stock,$77.61,-0.02,-0.026%,"333,779,117,385"
CAT,"Caterpillar, Inc. Common Stock",$700.69,-6.90,-0.975%,"326,022,180,659"
AMD,"Advanced Micro Devices, Inc. Common Stock",$197.74,-7.09,-3.461%,"322,397,440,095"
GE,GE Aerospace Common Stock,$306.70,-18.45,-5.674%,"321,671,134,800"
BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share,$134.20,-2.09,-1.533%,"309,905,304,069"
