Symbol,Name,Last Sale,Net Change,% Change,Market Cap
NVDA,NVIDIA Corporation Common Stock,$198.87,2.36,1.201%,"4,832,541,000,000"
GOOGL,Alphabet Inc. Class A Common Stock,$337.12,4.21,1.265%,"4,078,140,640,000"
GOOG,Alphabet Inc. Class C Capital Stock,$334.47,3.89,1.177%,"4,046,083,590,000"
AAPL,Apple Inc. Common Stock,$266.43,7.60,2.936%,"3,911,496,130,200"
MSFT,Microsoft Corporation Common Stock,$411.22,18.11,4.607%,"3,053,567,188,633"
AMZN,"Amazon.com, Inc. Common Stock",$248.50,-0.52,-0.209%,"2,672,431,572,052"
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,$375.10,-4.79,-1.261%,"1,945,473,647,665"
AVGO,Broadcom Inc. Common Stock,$396.72,15.94,4.186%,"1,878,337,561,956"
META,"Meta Platforms, Inc. Class A Common Stock",$671.58,9.09,1.372%,"1,698,798,858,513"
TSLA,"Tesla, Inc. Common Stock",$391.95,27.75,7.619%,"1,470,765,716,129"
BRK/A,Berkshire Hathaway Inc.,"$711,234.530000000028","-5,548.64",-0.774%,"1,046,136,378,079"
BRK/B,Berkshire Hathaway Inc.,$474.09,-3.45,-0.722%,"1,045,990,157,877"
WMT,Walmart Inc. Common Stock,$124.76,-0.29,-0.232%,"994,636,936,025"
LLY,Eli Lilly and Company Common Stock,$905.03,-17.47,-1.894%,"855,089,431,871"
JPM,JP Morgan Chase & Co. Common Stock,$305.93,-5.19,-1.668%,"820,571,451,100"
XOM,Exxon Mobil Corporation Common Stock,$149.01,-0.23,-0.154%,"620,889,422,132"
V,Visa Inc.,$315.91,4.54,1.458%,"605,286,499,858"
JNJ,Johnson & Johnson Common Stock,$238.67,-1.43,-0.596%,"574,863,716,979"
ASML,ASML Holding N.V. New York Registry Shares,"$1,481.77",-36.53,-2.406%,"571,100,333,467"
MU,"Micron Technology, Inc. Common Stock",$456.23,-9.43,-2.025%,"514,506,106,088"
ORCL,Oracle Corporation Common Stock,$169.81,6.81,4.178%,"488,381,371,260"
MA,Mastercard Incorporated Common Stock,$519.96,6.80,1.325%,"463,706,729,228"
NFLX,"Netflix, Inc. Common Stock",$107.71,1.43,1.346%,"454,769,085,177"
COST,Costco Wholesale Corporation Common Stock,$984.75,9.95,1.021%,"436,886,838,765"
AMD,"Advanced Micro Devices, Inc. Common Stock",$258.12,3.05,1.196%,"420,823,045,635"
BAC,Bank of America Corporation Common Stock,$54.32,0.97,1.818%,"388,154,922,712"
ABBV,AbbVie Inc. Common Stock,$208.42,-1.84,-0.875%,"368,645,454,614"
CVX,Chevron Corporation Common Stock,$184.91,-2.11,-1.128%,"368,393,522,900"
CAT,"Caterpillar, Inc. Common Stock",$770.17,-24.08,-3.032%,"358,350,344,486"
PLTR,Palantir Technologies Inc. Class A Common Stock,$142.15,6.45,4.753%,"339,833,841,569"
HD,"Home Depot, Inc. (The) Common Stock",$338.91,-3.80,-1.109%,"337,563,733,573"
PG,Procter & Gamble Company (The) Common Stock,$143.38,-1.00,-0.693%,"333,215,218,215"
LRCX,Lam Research Corporation Common Stock,$265.16,-7.25,-2.661%,"331,124,118,360"
GE,GE Aerospace Common Stock,$313.93,-4.07,-1.28%,"328,003,356,956"
INTC,Intel Corporation Common Stock,$64.94,1.13,1.771%,"325,565,348,684"
CSCO,"Cisco Systems, Inc. Common Stock (DE)",$82.36,-0.25,-0.303%,"325,313,190,939"
KO,Coca-Cola Company (The) Common Stock,$75.31,-0.59,-0.777%,"324,145,753,167"
AMAT,"Applied Materials, Inc. Common Stock",$394.26,-1.38,-0.349%,"312,888,626,163"
