Symbol,Name,Last Sale,Net Change,% Change,Market Cap
NVDA,NVIDIA Corporation Common Stock,$209.25,-3.92,-1.839%,"5,084,775,000,000"
GOOGL,Alphabet Inc. Class A Common Stock,$349.94,0.16,0.046%,"4,233,379,607,251"
GOOG,Alphabet Inc. Class C Capital Stock,$347.31,-0.19,-0.055%,"4,201,563,329,126"
AAPL,Apple Inc. Common Stock,$270.17,-0.54,-0.199%,"3,966,403,593,800"
MSFT,Microsoft Corporation Common Stock,$424.46,-4.79,-1.116%,"3,151,882,517,599"
AMZN,"Amazon.com, Inc. Common Stock",$263.04,3.34,1.286%,"2,828,798,393,209"
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,$393.83,1.49,0.38%,"2,042,601,226,342"
AVGO,Broadcom Inc. Common Stock,$405.45,5.62,1.406%,"1,919,671,215,203"
META,"Meta Platforms, Inc. Class A Common Stock",$669.12,-2.22,-0.331%,"1,698,509,801,172"
TSLA,"Tesla, Inc. Common Stock",$372.80,-3.22,-0.856%,"1,400,133,859,109"
BRK/B,Berkshire Hathaway Inc.,$475.38,-2.78,-0.581%,"1,048,836,299,546"
BRK/A,Berkshire Hathaway Inc.,"$713,000.050000000047","-4,549.95",-0.634%,"1,048,733,235,544"
WMT,Walmart Inc. Common Stock,$128.01,0.42,0.329%,"1,020,547,244,153"
JPM,JP Morgan Chase & Co. Common Stock,$309.25,-2.20,-0.706%,"829,476,420,268"
LLY,Eli Lilly and Company Common Stock,$851.21,-22.79,-2.608%,"804,239,279,696"
XOM,Exxon Mobil Corporation Common Stock,$154.67,4.11,2.73%,"644,473,303,276"
V,Visa Inc.,$334.86,25.56,8.264%,"641,594,876,207"
MU,"Micron Technology, Inc. Common Stock",$518.46,14.17,2.81%,"584,684,996,081"
AZN,AstraZeneca PLC Ordinary Shares,$185.20,-1.48,-0.793%,"574,388,861,878"
AMD,"Advanced Micro Devices, Inc. Common Stock",$337.11,13.90,4.301%,"549,603,505,789"
JNJ,Johnson & Johnson Common Stock,$227.35,-0.44,-0.193%,"547,280,778,357"
ASML,ASML Holding N.V. New York Registry Shares,"$1,394.08",9.52,0.688%,"537,303,058,423"
INTC,Intel Corporation Common Stock,$94.75,10.23,12.104%,"476,213,500,000"
ORCL,Oracle Corporation Common Stock,$163.83,-2.13,-1.283%,"471,182,616,180"
MA,Mastercard Incorporated Common Stock,$525.23,17.61,3.469%,"461,036,741,304"
COST,Costco Wholesale Corporation Common Stock,$998.67,4.67,0.47%,"443,062,482,122"
NFLX,"Netflix, Inc. Common Stock",$92.12,-0.15,-0.163%,"387,898,760,399"
CVX,Chevron Corporation Common Stock,$192.22,3.86,2.049%,"382,957,130,343"
BAC,Bank of America Corporation Common Stock,$52.88,0.22,0.418%,"377,865,101,491"
CAT,"Caterpillar, Inc. Common Stock",$810.05,-7.82,-0.956%,"376,906,003,287"
ABBV,AbbVie Inc. Common Stock,$203.89,6.20,3.136%,"360,632,961,047"
CSCO,"Cisco Systems, Inc. Common Stock (DE)",$89.57,2.71,3.12%,"353,791,919,772"
PG,Procter & Gamble Company (The) Common Stock,$146.46,-2.71,-1.817%,"341,046,606,318"
KO,Coca-Cola Company (The) Common Stock,$78.87,0.52,0.664%,"339,468,537,409"
UNH,UnitedHealth Group Incorporated Common Stock (DE),$370.74,3.97,1.082%,"336,710,954,353"
PLTR,Palantir Technologies Inc. Class A Common Stock,$137.97,-3.21,-2.274%,"330,735,766,329"
