Symbol,Name,Last Sale,Net Change,% Change,Market Cap
NVDA,NVIDIA Corporation Common Stock,$181.85,3.66,2.054%,"4,418,955,000,000"
MSFT,Microsoft Corporation Common Stock,$514.60,3.14,0.614%,"3,825,107,418,633"
AAPL,Apple Inc. Common Stock,$254.43,-1.03,-0.403%,"3,775,840,427,700"
GOOG,Alphabet Inc. Class C Capital Stock,$244.36,-2.82,-1.141%,"2,955,289,840,000"
GOOGL,Alphabet Inc. Class A Common Stock,$244.05,-2.49,-1.01%,"2,951,540,700,000"
AMZN,"Amazon.com, Inc. Common Stock",$222.17,2.39,1.087%,"2,369,423,520,590"
META,"Meta Platforms, Inc. Class A Common Stock",$743.40,-0.35,-0.047%,"1,867,525,972,515"
AVGO,Broadcom Inc. Common Stock,$327.90,-6.63,-1.982%,"1,548,463,490,714"
TSLA,"Tesla, Inc. Common Stock",$443.21,2.81,0.638%,"1,429,551,202,094"
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,$273.23,-0.13,-0.048%,"1,417,120,140,633"
BRK/A,Berkshire Hathaway Inc.,"$749,300.00",-400.00,-0.053%,"1,102,125,888,200"
BRK/B,Berkshire Hathaway Inc.,$499.25,-0.78,-0.156%,"1,101,500,951,972"
JPM,JP Morgan Chase & Co. Common Stock,$315.69,-0.37,-0.117%,"868,069,794,169"
WMT,Walmart Inc. Common Stock,$103.08,-0.08,-0.078%,"821,841,493,656"
ORCL,Oracle Corporation Common Stock,$282.76,-0.70,-0.247%,"803,523,050,640"
LLY,Eli Lilly and Company Common Stock,$726.51,1.97,0.272%,"687,610,299,981"
V,Visa Inc.,$340.16,2.79,0.827%,"659,890,635,343"
MA,Mastercard Incorporated Common Stock,$568.14,3.01,0.533%,"513,605,285,073"
NFLX,"Netflix, Inc. Common Stock","$1,206.41",-4.20,-0.347%,"512,635,393,078"
XOM,Exxon Mobil Corporation Common Stock,$114.22,-3.00,-2.559%,"486,948,074,739"
JNJ,Johnson & Johnson Common Stock,$181.62,1.91,1.063%,"437,402,505,933"
PLTR,Palantir Technologies Inc. Class A Common Stock,$178.86,1.29,0.726%,"424,317,165,420"
BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share,$179.90,7.99,4.648%,"415,439,375,574"
COST,Costco Wholesale Corporation Common Stock,$916.87,0.92,0.10%,"406,610,835,841"
