Symbol,Name,Last Sale,Net Change,% Change,Market Cap
NVDA,NVIDIA Corporation Common Stock,$217.56,-2.18,-0.992%,"5,264,952,000,000"
AAPL,Apple Inc. Common Stock,$316.83,6.80,2.193%,"4,623,874,049,400"
GOOGL,Alphabet Inc. Class A Common Stock,$344.72,0.52,0.151%,"4,215,925,600,000"
GOOG,Alphabet Inc. Class C Capital Stock,$341.70,0.42,0.123%,"4,178,991,000,000"
MSFT,Microsoft Corporation Common Stock,$484.31,2.68,0.556%,"3,596,265,936,746"
AMZN,"Amazon.com, Inc. Common Stock",$265.84,6.39,2.463%,"2,867,433,599,980"
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,$412.09,-1.32,-0.319%,"2,137,306,805,889"
SPCX,Space Exploration Technologies Corp. Class A Common Stock,$139.65,-3.69,-2.574%,"1,895,444,539,931"
AVGO,Broadcom Inc. Common Stock,$362.48,-17.52,-4.611%,"1,724,527,670,171"
META,"Meta Platforms, Inc. Class A Common Stock",$546.03,2.36,0.434%,"1,391,014,824,037"
TSLA,"Tesla, Inc. Common Stock",$351.12,14.25,4.23%,"1,386,765,080,981"
LLY,Eli Lilly and Company Common Stock,"$1,280.34",54.61,4.455%,"1,205,257,104,602"
SKHY,SK hynix Inc. American Depositary Shares,$156.16,0.54,0.347%,"1,138,196,364,800"
BRK/A,Berkshire Hathaway Inc.,"$750,170.00","-3,430.00",-0.455%,"1,103,405,548,580"
BRK/B,Berkshire Hathaway Inc.,$499.62,-3.34,-0.664%,"1,102,317,287,179"
MU,"Micron Technology, Inc. Common Stock",$937.105,-3.655,-0.389%,"1,058,359,968,768"
JPM,JP Morgan Chase & Co. Common Stock,$357.26,-5.99,-1.649%,"949,663,600,026"
WMT,Walmart Inc. Common Stock,$114.30,-0.90,-0.781%,"909,608,447,417"
AMD,"Advanced Micro Devices, Inc. Common Stock",$466.42,-17.97,-3.71%,"761,419,009,090"
XOM,ExxonMobil Holdings Corporation Common Stock,$164.77,-0.79,-0.477%,"677,519,733,649"
ASML,ASML Holding N.V. New York Registry Shares,"$1,751.73",-51.25,-2.843%,"675,147,686,310"
JNJ,Johnson & Johnson Common Stock,$273.41,2.30,0.848%,"658,890,375,406"
V,Visa Inc.,$365.54,1.29,0.354%,"653,130,504,947"
GOOGM,Alphabet Inc. Depositary Shares representing a 1/20th Interest in a Share of Series A Mandatory Convertible Preferred Stock,$48.96,0.11,0.225%,"598,780,800,000"
GOOGN,Alphabet Inc. Depositary Shares representing a 1/20th Interest in a Share of Series B Mandatory Convertible Preferred Stock,$48.68,0.04,0.082%,"595,356,400,000"
MA,Mastercard Incorporated Common Stock,$573.72,-0.59,-0.103%,"502,584,422,777"
INTC,Intel Corporation Common Stock,$92.80,-3.885,-4.018%,"490,454,450,621"
ABBV,AbbVie Inc. Common Stock,$265.97,7.05,2.723%,"470,000,184,291"
BAC,Bank of America Corporation Common Stock,$63.17,-1.06,-1.65%,"441,731,914,217"
CSCO,"Cisco Systems, Inc. Common Stock (DE)",$110.55,-1.06,-0.95%,"435,725,602,216"
COST,Costco Wholesale Corporation Common Stock,$956.99,-4.36,-0.454%,"424,404,780,640"
PLTR,Palantir Technologies Inc. Class A Common Stock,$175.19,3.65,2.128%,"420,815,749,161"
ORCL,Oracle Corporation Common Stock,$143.81,1.02,0.714%,"414,240,534,510"
CVX,Chevron Corporation Common Stock,$205.76,0.02,0.01%,"406,534,697,338"
AMAT,"Applied Materials, Inc. Common Stock",$496.17,-18.16,-3.531%,"393,938,850,383"
KO,Coca-Cola Company (The) Common Stock,$90.35,1.53,1.723%,"388,735,324,105"
LRCX,Lam Research Corporation Common Stock,$307.17,-20.75,-6.328%,"384,368,271,570"
MRK,"Merck & Company, Inc. Common Stock (new)",$152.20,17.03,12.599%,"375,503,523,304"
CAT,"Caterpillar, Inc. Common Stock",$816.15,-24.72,-2.94%,"375,163,660,657"
GE,GE Aerospace Common Stock,$356.23,-18.86,-5.028%,"369,610,894,006"
HSBC,"HSBC Holdings, plc. Common Stock",$102.30,-0.88,-0.853%,"351,575,716,166"
UNH,UnitedHealth Group Incorporated Common Stock (DE),$388.61,-5.32,-1.35%,"348,814,333,493"
HD,"Home Depot, Inc. (The) Common Stock",$344.30,6.81,2.018%,"343,307,273,613"
MS,Morgan Stanley Common Stock,$214.23,-3.32,-1.526%,"336,462,416,735"
PG,Procter & Gamble Company (The) Common Stock,$144.38,0.93,0.648%,"335,601,645,203"
NFLX,"Netflix, Inc. Common Stock",$80.22,2.45,3.15%,"334,031,240,809"
NVS,Novartis AG Common Stock,$160.31,5.76,3.727%,"305,895,795,660"
BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share,$128.90,0.75,0.585%,"300,818,572,720"
TM,Toyota Motor Corporation Common Stock,$188.78,0.53,0.282%,"298,177,773,270"
GS,"Goldman Sachs Group, Inc. (The) Common Stock","$1,021.65",-18.82,-1.809%,"297,475,268,983"
RTX,RTX Corporation Common Stock,$220.35,-5.14,-2.279%,"296,978,507,030"
PM,Philip Morris International Inc Common Stock,$189.93,2.31,1.231%,"296,027,450,469"
PANW,"Palo Alto Networks, Inc. Common Stock",$359.76,-14.38,-3.843%,"293,204,400,000"
RY,Royal Bank Of Canada Common Stock,$207.62,-5.37,-2.521%,"288,545,560,327"
DELL,Dell Technologies Inc. Class C Common Stock ,$437.55,-31.10,-6.636%,"283,579,651,462"
ARM,Arm Holdings plc American Depositary Shares,$249.34,-3.98,-1.571%,"265,311,536,534"
SAP,SAP  SE ADS,$215.60,5.13,2.437%,"264,865,512,419"
SHEL,Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares) ,$92.77,0.76,0.826%,"263,925,625,113"
GEV,GE Vernova Inc. Common Stock,$987.46,-17.07,-1.699%,"262,993,757,894"
WFC,Wells Fargo & Company Common Stock,$85.94,-1.46,-1.67%,"259,882,502,936"
MUFG,"Mitsubishi UFJ Financial Group, Inc. Common Stock",$21.56,-1.16,-5.106%,"255,867,847,435"
AZN,AstraZeneca PLC Ordinary Shares,$164.95,4.85,3.029%,"255,792,232,092"
KLAC,KLA Corporation Common Stock,$187.27,-7.52,-3.861%,"244,677,016,052"
TXN,Texas Instruments Incorporated Common Stock,$267.45,-4.79,-1.759%,"244,248,093,621"
AMGN,Amgen Inc. Common Stock,$442.36,17.08,4.016%,"239,153,973,732"
CCZ,Comcast Holdings ZONES,$66.4499,2.8499,4.481%,"235,806,545,412"
ANET,"Arista Networks, Inc. Common Stock",$186.45,-6.73,-3.484%,"235,155,335,620"
BHP,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),$92.29,3.20,3.592%,"234,480,820,273"
SNDK,Sandisk Corporation Common Stock,"$1,568.87",-56.91,-3.50%,"229,712,378,099"
AXP,American Express Company Common Stock,$339.90,1.38,0.408%,"229,537,812,237"
TMO,Thermo Fisher Scientific Inc Common Stock,$613.54,24.50,4.159%,"226,854,749,852"
IBM,International Business Machines Corporation Common Stock,$237.16,4.49,1.93%,"223,436,591,932"
C,"Citigroup, Inc. Common Stock",$132.89,-4.76,-3.458%,"222,914,574,093"
LIN,Linde plc Ordinary Shares,$481.13,2.425,0.507%,"221,791,385,824"
SAN,"Banco Santander, S.A. Sponsored ADR (Spain)",$14.17,-0.07,-0.492%,"208,147,657,343"
MRVL,"Marvell Technology, Inc. Common Stock",$237.27,21.27,9.847%,"207,793,099,185"
NVO,Novo Nordisk A/S Common Stock,$46.48,0.77,1.685%,"205,810,210,570"
CRWD,"CrowdStrike Holdings, Inc. Class A Common Stock",$201.63,-11.29,-5.302%,"205,311,618,626"
VZ,Verizon Communications Inc. Common Stock,$49.36,0.82,1.689%,"205,079,703,971"
ABT,Abbott Laboratories Common Stock,$114.43,1.75,1.553%,"198,007,760,561"
TTE,TotalEnergies SE Ordinary Shares,$90.07,0.78,0.874%,"196,520,292,686"
TMUS,"T-Mobile US, Inc. Common Stock",$182.36,-0.39,-0.213%,"195,612,395,347"
TD,Toronto Dominion Bank (The) Common Stock,$118.35,-3.62,-2.968%,"195,563,907,000"
PEP,"PepsiCo, Inc. Common Stock",$142.58,2.45,1.748%,"194,606,238,340"
APH,Amphenol Corporation Common Stock,$156.04,-3.53,-2.212%,"192,394,738,630"
SCHW,Charles Schwab Corporation (The) Common Stock,$110.88,-0.80,-0.716%,"191,748,743,968"
SHOP,Shopify Inc. Class A Subordinate Voting Shares,$146.58,UNCH,--,"189,939,980,045"
MCD,McDonald's Corporation Common Stock,$267.45,0.46,0.172%,"189,258,727,466"
STX,Seagate Technology Holdings PLC Ordinary Shares (Ireland),$832.56,-71.12,-7.87%,"188,695,159,906"
DIS,Walt Disney Company (The) Common Stock,$106.93,2.98,2.867%,"184,634,630,431"
GILD,"Gilead Sciences, Inc. Common Stock",$147.60,4.16,2.90%,"183,017,380,878"
ADI,"Analog Devices, Inc. Common Stock",$373.26,-3.37,-0.895%,"181,810,108,550"
BLK,"BlackRock, Inc. Common Stock","$1,158.92",4.57,0.396%,"179,481,081,640"
UNP,Union Pacific Corporation Common Stock,$301.80,3.06,1.024%,"179,291,985,296"
NEE,"NextEra Energy, Inc. Common Stock",$85.91,-0.31,-0.36%,"179,206,387,935"
BA,Boeing Company (The) Common Stock,$222.20,-0.86,-0.386%,"175,620,218,444"
T,AT&T Inc.,$25.12,0.22,0.884%,"172,131,927,528"
QCOM,QUALCOMM Incorporated Common Stock,$161.91,1.72,1.074%,"170,043,374,149"
WELL,Welltower Inc. Common Stock,$235.73,0.29,0.123%,"169,901,207,299"
CRM,"Salesforce, Inc. Common Stock",$206.09,9.95,5.073%,"168,787,710,000"
WDC,Western Digital Corporation Common Stock,$462.09,-34.07,-6.867%,"166,602,364,813"
ETN,"Eaton Corporation, PLC Ordinary Shares",$424.67,-6.66,-1.544%,"164,941,828,000"
UBS,UBS Group AG Registered Ordinary Shares,$53.13,0.16,0.302%,"164,885,515,311"
BBVA,Banco Bilbao Vizcaya Argentaria S.A. Common Stock,$28.53,-0.26,-0.903%,"162,876,877,011"
SCCO,Southern Copper Corporation Common Stock,$194.68,6.88,3.663%,"162,427,696,524"
PFE,"Pfizer, Inc. Common Stock",$28.24,0.99,3.633%,"160,958,782,153"
BKNG,Booking Holdings Inc. Common Stock,$213.00,4.75,2.281%,"160,044,046,500"
TJX,"TJX Companies, Inc. (The) Common Stock",$144.50,-6.35,-4.209%,"159,629,792,447"
UBER,"Uber Technologies, Inc. Common Stock",$78.04,3.38,4.527%,"159,401,391,843"
COP,ConocoPhillips Common Stock,$130.58,0.86,0.663%,"156,870,648,008"
DE,Deere & Company Common Stock,$580.63,-8.09,-1.374%,"156,733,767,078"
BUD,Anheuser-Busch Inbev SA Sponsored ADR (Belgium),$78.13,0.70,0.904%,"154,082,755,509"
DHR,Danaher Corporation Common Stock,$211.50,11.92,5.973%,"148,681,550,421"
ISRG,"Intuitive Surgical, Inc. Common Stock",$397.72,6.54,1.672%,"140,505,741,273"
VRTX,Vertex Pharmaceuticals Incorporated Common Stock,$552.06,23.87,4.519%,"139,925,637,703"
MNST,Monster Beverage Corporation,$47.43,0.05,0.106%,"139,376,877,147"
TBB,AT&T Inc. 5.350% Global Notes due 2066,$19.47,0.02,0.103%,"139,218,005,296"
SONY,Sony Group Corporation American Depositary Shares ,$23.49,0.06,0.256%,"138,771,068,561"
BMY,Bristol-Myers Squibb Company Common Stock,$67.61,1.56,2.362%,"138,107,937,892"
UL,Unilever PLC American Depositary Shares (each representing One Ordinary Share),$63.18,1.15,1.854%,"138,061,267,505"
LMT,Lockheed Martin Corporation Common Stock,$589.15,-18.02,-2.968%,"135,970,372,130"
COF,Capital One Financial Corporation Common Stock,$220.73,-0.74,-0.334%,"135,414,507,850"
PLD,"Prologis, Inc. Common Stock",$141.30,1.28,0.914%,"133,963,138,800"
NEM,Newmont Corporation,$125.08,9.10,7.846%,"131,795,829,257"
CB,Chubb Limited  Common Stock,$340.92,-4.37,-1.266%,"131,526,887,930"
NOW,"ServiceNow, Inc. Common Stock",$127.20,7.71,6.452%,"131,524,800,000"
GLW,Corning Incorporated Common Stock,$152.46,-7.44,-4.653%,"131,327,264,944"
SYK,Stryker Corporation Common Stock,$339.98,8.61,2.598%,"130,407,164,179"
PH,Parker-Hannifin Corporation Common Stock,"$1,023.25",-18.60,-1.785%,"129,017,897,544"
PDD,PDD Holdings Inc. American Depositary Shares,$90.20,2.93,3.357%,"128,390,360,872"
PGR,Progressive Corporation (The) Common Stock,$217.27,10.04,4.845%,"126,314,644,468"
MFG,"Mizuho Financial Group, Inc. Sponosred ADR (Japan)",$10.14,-0.51,-4.789%,"126,235,323,716"
RIO,Rio Tinto Plc Common Stock,$100.44,3.75,3.878%,"126,156,515,377"
SPGI,S&P Global Inc. Common Stock,$426.66,8.62,2.062%,"125,779,368,000"
BMO,Bank Of Montreal Common Stock,$175.73,-6.84,-3.747%,"123,875,576,311"
LOW,"Lowe's Companies, Inc. Common Stock",$220.00,4.36,2.022%,"123,355,549,020"
ACN,Accenture plc Class A Ordinary Shares (Ireland),$183.17,10.24,5.921%,"122,267,845,166"
BTI,"British American Tobacco  Industries, p.l.c. Common Stock ADR",$55.98,-0.40,-0.709%,"121,357,382,249"
MDT,Medtronic plc. Ordinary Shares,$94.13,2.04,2.215%,"120,484,598,446"
CVS,CVS Health Corporation Common Stock,$93.65,-1.26,-1.328%,"119,775,575,057"
SBUX,Starbucks Corporation Common Stock,$104.98,-1.03,-0.972%,"119,677,200,000"
PBR,Petroleo Brasileiro S.A. Petrobras ADS,$18.54,0.36,1.98%,"119,478,552,704"
HDB,HDFC Bank Limited Common Stock,$23.16,-0.01,-0.043%,"118,836,803,492"
BP,BP p.l.c. Common Stock,$43.73,0.32,0.737%,"114,482,096,436"
HWM,Howmet Aerospace Inc. Common Stock,$283.48,-9.17,-3.133%,"113,052,220,589"
SNOW,Snowflake Inc. Common Stock,$325.01,-0.32,-0.098%,"112,648,466,000"
FTNT,"Fortinet, Inc. Common Stock",$152.85,-5.16,-3.266%,"112,148,131,861"
SMFG,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan),$24.57,-1.24,-4.804%,"112,072,366,355"
SNY,Sanofi ADS,$45.83,0.86,1.912%,"111,772,687,619"
ABNB,"Airbnb, Inc. Class A Common Stock",$186.39,3.14,1.714%,"111,607,663,268"
