Symbol,Name,Last Sale,Net Change,% Change,Market Cap
NVDA,NVIDIA Corporation Common Stock,$180.34,-5.27,-2.839%,"4,382,262,000,000"
GOOG,Alphabet Inc. Class C Capital Stock,$340.70,-4.20,-1.218%,"4,111,226,900,000"
GOOGL,Alphabet Inc. Class A Common Stock,$339.71,-3.98,-1.158%,"4,099,280,570,000"
AAPL,Apple Inc. Common Stock,$269.48,-0.53,-0.196%,"3,956,273,607,200"
MSFT,Microsoft Corporation Common Stock,$411.21,-12.16,-2.872%,"3,053,492,932,342"
AMZN,"Amazon.com, Inc. Common Stock",$238.62,-4.34,-1.786%,"2,550,899,344,545"
META,"Meta Platforms, Inc. Class A Common Stock",$691.70,-14.71,-2.082%,"1,749,693,514,449"
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,$335.75,-5.61,-1.643%,"1,741,383,037,066"
TSLA,"Tesla, Inc. Common Stock",$421.96,0.15,0.036%,"1,583,376,199,969"
AVGO,Broadcom Inc. Common Stock,$320.33,-10.78,-3.256%,"1,518,772,236,034"
BRK/B,Berkshire Hathaway Inc.,$493.74,6.45,1.324%,"1,089,344,176,318"
BRK/A,Berkshire Hathaway Inc.,"$740,149.859999999986","10,724.86",1.47%,"1,088,667,185,178"
WMT,Walmart Inc. Common Stock,$127.71,3.65,2.942%,"1,017,870,022,972"
LLY,Eli Lilly and Company Common Stock,"$1,003.46",-40.67,-3.895%,"948,654,784,799"
JPM,JP Morgan Chase & Co. Common Stock,$314.85,6.71,2.178%,"857,104,283,581"
V,Visa Inc.,$328.93,-4.91,-1.471%,"630,232,941,023"
XOM,Exxon Mobil Corporation Common Stock,$143.73,5.33,3.851%,"606,133,213,700"
AZN,AstraZeneca PLC Ordinary Shares,$184.32,-4.09,-2.171%,"571,659,584,348"
JNJ,Johnson & Johnson Common Stock,$233.10,2.35,1.018%,"561,606,688,276"
ASML,ASML Holding N.V. New York Registry Shares,"$1,395.88",-45.51,-3.157%,"548,976,879,074"
MA,Mastercard Incorporated Common Stock,$550.72,-4.65,-0.837%,"494,544,273,411"
MU,"Micron Technology, Inc. Common Stock",$419.44,-18.36,-4.194%,"472,083,604,434"
ORCL,Oracle Corporation Common Stock,$154.67,-5.39,-3.367%,"444,387,017,100"
COST,Costco Wholesale Corporation Common Stock,$977.92,9.56,0.987%,"434,068,774,405"
