Symbol,Name,Last Sale,Net Change,% Change,Market Cap
NVDA,NVIDIA Corporation Common Stock,$214.86,-0.47,-0.218%,"5,199,612,000,000"
GOOGL,Alphabet Inc. Class A Common Stock,$388.88,5.91,1.543%,"4,711,670,080,000"
GOOG,Alphabet Inc. Class C Capital Stock,$384.84,5.46,1.439%,"4,662,721,440,000"
AAPL,Apple Inc. Common Stock,$308.33,-0.49,-0.159%,"4,528,552,475,480"
MSFT,Microsoft Corporation Common Stock,$416.03,-2.54,-0.607%,"3,090,451,689,905"
AMZN,"Amazon.com, Inc. Common Stock",$265.29,-1.03,-0.387%,"2,853,753,562,276"
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,$412.32,7.80,1.928%,"2,138,499,702,017"
AVGO,Broadcom Inc. Common Stock,$422.01,7.87,1.90%,"1,998,077,320,330"
TSLA,"Tesla, Inc. Common Stock",$433.59,7.58,1.779%,"1,628,444,313,227"
META,"Meta Platforms, Inc. Class A Common Stock",$612.34,2.08,0.341%,"1,554,378,125,971"
BRK/B,Berkshire Hathaway Inc.,$483.62,-2.76,-0.567%,"1,067,016,305,243"
BRK/A,Berkshire Hathaway Inc.,"$724,500.00","-4,141.00",-0.568%,"1,065,648,213,000"
MU,"Micron Technology, Inc. Common Stock",$895.88,144.88,19.292%,"1,010,314,381,610"
LLY,Eli Lilly and Company Common Stock,"$1,064.74",-0.26,-0.024%,"1,002,709,744,624"
WMT,Walmart Inc. Common Stock,$118.57,-1.70,-1.413%,"945,287,764,544"
JPM,JP Morgan Chase & Co. Common Stock,$306.74,0.36,0.118%,"821,913,332,357"
AMD,"Advanced Micro Devices, Inc. Common Stock",$503.89,36.38,7.782%,"821,643,355,986"
ASML,ASML Holding N.V. New York Registry Shares,"$1,632.03",-0.87,-0.053%,"629,013,191,810"
XOM,Exxon Mobil Corporation Common Stock,$149.81,-5.11,-3.298%,"620,954,534,339"
INTC,Intel Corporation Common Stock,$123.52,3.68,3.071%,"620,811,520,000"
V,Visa Inc.,$326.48,-2.40,-0.73%,"618,505,898,601"
AZN,AstraZeneca PLC Ordinary Shares,$187.19,0.16,0.086%,"580,560,750,836"
ORCL,Oracle Corporation Common Stock,$193.06,0.98,0.51%,"555,249,440,760"
JNJ,Johnson & Johnson Common Stock,$230.18,-4.16,-1.775%,"554,093,202,385"
CSCO,"Cisco Systems, Inc. Common Stock (DE)",$118.33,-2.08,-1.727%,"466,389,963,909"
COST,Costco Wholesale Corporation Common Stock,"$1,002.93",-25.31,-2.461%,"444,952,441,942"
MA,Mastercard Incorporated Common Stock,$493.01,-5.53,-1.109%,"435,615,676,354"
CAT,"Caterpillar, Inc. Common Stock",$908.55,28.66,3.257%,"418,511,769,972"
LRCX,Lam Research Corporation Common Stock,$322.68,17.33,5.675%,"403,534,250,280"
ABBV,AbbVie Inc. Common Stock,$213.12,-2.58,-1.196%,"376,538,886,012"
BAC,Bank of America Corporation Common Stock,$52.20,0.40,0.772%,"370,442,031,982"
NFLX,"Netflix, Inc. Common Stock",$87.68,-0.92,-1.038%,"369,202,814,935"
CVX,Chevron Corporation Common Stock,$184.71,-6.72,-3.51%,"367,868,017,078"
AMAT,"Applied Materials, Inc. Common Stock",$454.89,22.73,5.26%,"361,164,205,113"
KO,Coca-Cola Company (The) Common Stock,$80.46,-1.02,-1.252%,"346,312,140,483"
UNH,UnitedHealth Group Incorporated Common Stock (DE),$376.86,-11.61,-2.989%,"342,243,300,091"
ARM,Arm Holdings plc American Depositary Shares,$321.22,14.71,4.799%,"340,256,781,759"
PG,Procter & Gamble Company (The) Common Stock,$142.96,-1.48,-1.025%,"332,896,509,895"
GE,GE Aerospace Common Stock,$314.49,11.65,3.847%,"328,119,127,035"
PLTR,Palantir Technologies Inc. Class A Common Stock,$136.60,-0.28,-0.205%,"327,472,816,058"
HSBC,"HSBC Holdings, plc. Common Stock",$93.74,1.72,1.869%,"322,001,396,895"
MS,Morgan Stanley Common Stock,$201.76,0.73,0.363%,"318,232,984,678"
HD,"Home Depot, Inc. (The) Common Stock",$310.54,-2.53,-0.808%,"309,306,428,915"
BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share,$129.47,-0.53,-0.408%,"302,148,802,250"
MRK,"Merck & Company, Inc. Common Stock (new)",$119.72,-2.69,-2.198%,"295,687,378,964"
TXN,Texas Instruments Incorporated Common Stock,$324.89,15.68,5.071%,"295,680,046,868"
GS,"Goldman Sachs Group, Inc. (The) Common Stock",$994.52,-2.21,-0.222%,"293,390,780,333"
NVS,Novartis AG Common Stock,$150.80,-1.21,-0.796%,"287,749,273,193"
GEV,GE Vernova Inc. Common Stock,"$1,070.47",31.73,3.055%,"287,656,693,048"
PM,Philip Morris International Inc Common Stock,$181.53,-7.46,-3.947%,"282,925,187,314"
RY,Royal Bank Of Canada Common Stock,$189.97,0.26,0.137%,"265,521,609,085"
KLAC,KLA Corporation Common Stock,"$2,011.39",123.01,6.514%,"262,742,889,464"
QCOM,QUALCOMM Incorporated Common Stock,$248.82,10.66,4.476%,"262,256,280,000"
TM,Toyota Motor Corporation Common Stock,$190.09,1.01,0.534%,"248,047,105,998"
SHEL,Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares) ,$85.03,-0.68,-0.793%,"247,073,050,527"
RTX,RTX Corporation Common Stock,$178.97,1.96,1.107%,"241,015,933,109"
LIN,Linde plc Ordinary Shares,$514.97,-2.61,-0.504%,"238,224,884,599"
WFC,Wells Fargo & Company Common Stock,$77.52,1.12,1.466%,"237,225,889,575"
IBM,International Business Machines Corporation Common Stock,$250.69,-3.15,-1.241%,"235,619,840,843"
SNDK,Sandisk Corporation Common Stock,"$1,589.55",110.86,7.497%,"235,396,074,829"
MUFG,"Mitsubishi UFJ Financial Group, Inc. Common Stock",$19.33,-0.07,-0.361%,"229,402,852,084"
CCZ,Comcast Holdings ZONES,$63.90,UNCH,--,"228,367,191,933"
BHP,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),$86.49,1.89,2.234%,"219,637,600,296"
C,"Citigroup, Inc. Common Stock",$126.86,1.77,1.415%,"216,369,492,511"
SAP,SAP  SE ADS,$175.15,-0.80,-0.455%,"215,172,516,235"
AXP,American Express Company Common Stock,$310.72,-1.06,-0.34%,"212,012,472,369"
PANW,"Palo Alto Networks, Inc. Common Stock",$256.75,-3.83,-1.47%,"209,508,000,000"
TMUS,"T-Mobile US, Inc. Common Stock",$191.11,-0.36,-0.188%,"206,820,143,466"
ADI,"Analog Devices, Inc. Common Stock",$419.94,22.87,5.76%,"204,547,331,578"
VZ,Verizon Communications Inc. Common Stock,$48.49,0.14,0.29%,"202,472,851,546"
PEP,"PepsiCo, Inc. Common Stock",$145.68,-4.89,-3.248%,"199,110,808,129"
ANET,"Arista Networks, Inc. Common Stock",$158.01,3.98,2.584%,"198,966,601,720"
MCD,McDonald's Corporation Common Stock,$279.26,-3.01,-1.066%,"198,415,866,184"
DELL,Dell Technologies Inc. Class C Common Stock ,$305.08,9.89,3.35%,"198,170,292,998"
NVO,Novo Nordisk A/S Common Stock,$44.19,-0.77,-1.713%,"197,308,350,000"
TTE,TotalEnergies SE Ordinary Shares,$90.04,-1.56,-1.703%,"196,454,836,832"
STX,Seagate Technology Holdings PLC Ordinary Shares (Ireland),$845.76,33.03,4.064%,"189,643,912,274"
TD,Toronto Dominion Bank (The) Common Stock,$112.56,0.69,0.617%,"187,843,468,668"
SAN,"Banco Santander, S.A. Sponsored ADR (Spain)",$12.49,0.45,3.738%,"183,843,100,716"
NEE,"NextEra Energy, Inc. Common Stock",$87.65,-0.90,-1.016%,"182,780,178,618"
MRVL,"Marvell Technology, Inc. Common Stock",$208.26,11.93,6.077%,"182,342,703,809"
AMGN,Amgen Inc. Common Stock,$335.94,-3.36,-0.99%,"181,309,597,568"
WDC,Western Digital Corporation Common Stock,$524.65,40.37,8.336%,"180,837,480,029"
DIS,Walt Disney Company (The) Common Stock,$103.28,0.28,0.272%,"179,346,899,871"
TJX,"TJX Companies, Inc. (The) Common Stock",$158.97,0.70,0.442%,"175,791,293,389"
T,AT&T Inc.,$25.02,-0.24,-0.95%,"173,847,437,652"
APP,Applovin Corporation Class A Common Stock,$514.24,32.56,6.76%,"172,753,785,600"
