Symbol,Name,Last Sale,Net Change,% Change,Market Cap
NVDA,NVIDIA Corporation Common Stock,$181.46,1.54,0.856%,"4,409,478,000,000"
AAPL,Apple Inc. Common Stock,$286.19,3.09,1.091%,"4,228,844,465,070"
GOOG,Alphabet Inc. Class C Capital Stock,$316.02,0.90,0.286%,"3,813,413,340,000"
GOOGL,Alphabet Inc. Class A Common Stock,$315.81,0.92,0.292%,"3,810,879,270,000"
MSFT,Microsoft Corporation Common Stock,$490.00,3.26,0.67%,"3,641,865,050,950"
AMZN,"Amazon.com, Inc. Common Stock",$234.42,0.54,0.231%,"2,506,000,437,299"
AVGO,Broadcom Inc. Common Stock,$381.57,-4.51,-1.168%,"1,801,912,821,445"
META,"Meta Platforms, Inc. Class A Common Stock",$647.10,6.23,0.972%,"1,631,033,408,019"
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,$292.09,4.41,1.533%,"1,514,938,410,414"
TSLA,"Tesla, Inc. Common Stock",$429.24,-0.90,-0.209%,"1,427,574,619,243"
BRK/A,Berkshire Hathaway Inc.,"$760,100.050000000047","-1,060.54",-0.139%,"1,118,011,400,944"
BRK/B,Berkshire Hathaway Inc.,$506.65,-1.90,-0.374%,"1,117,827,656,117"
LLY,Eli Lilly and Company Common Stock,"$1,046.12",-11.77,-1.113%,"988,984,855,873"
WMT,Walmart Inc. Common Stock,$112.41,0.88,0.789%,"896,228,194,624"
JPM,JP Morgan Chase & Co. Common Stock,$307.88,-1.04,-0.337%,"838,130,115,385"
V,Visa Inc.,$329.62,-0.77,-0.233%,"634,757,513,066"
ORCL,Oracle Corporation Common Stock,$201.10,0.16,0.08%,"571,468,685,400"
JNJ,Johnson & Johnson Common Stock,$205.42,0.08,0.039%,"494,720,971,086"
MA,Mastercard Incorporated Common Stock,$545.91,1.94,0.357%,"490,224,913,382"
XOM,Exxon Mobil Corporation Common Stock,$115.38,-1.25,-1.072%,"486,576,568,543"
