Symbol,Name,Last Sale,Net Change,% Change,Market Cap
NVDA,NVIDIA Corporation Common Stock,$187.67,2.83,1.531%,"4,560,381,000,000"
GOOG,Alphabet Inc. Class C Capital Stock,$328.43,-2.41,-0.728%,"3,963,164,810,000"
GOOGL,Alphabet Inc. Class A Common Stock,$327.93,-2.61,-0.79%,"3,957,131,310,000"
AAPL,Apple Inc. Common Stock,$248.04,-0.31,-0.125%,"3,645,673,565,040"
MSFT,Microsoft Corporation Common Stock,$465.95,14.81,3.283%,"3,463,116,368,347"
AMZN,"Amazon.com, Inc. Common Stock",$239.16,4.82,2.057%,"2,556,672,061,191"
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,$334.87,7.50,2.291%,"1,736,818,876,016"
META,"Meta Platforms, Inc. Class A Common Stock",$658.76,11.13,1.719%,"1,660,422,759,800"
AVGO,Broadcom Inc. Common Stock,$320.05,-5.44,-1.671%,"1,517,444,679,370"
TSLA,"Tesla, Inc. Common Stock",$449.06,-0.30,-0.067%,"1,493,492,355,133"
BRK/A,Berkshire Hathaway Inc.,"$720,932.180000000051","-5,267.82",-0.725%,"1,060,400,399,325"
BRK/B,Berkshire Hathaway Inc.,$478.97,-5.52,-1.139%,"1,056,756,957,368"
LLY,Eli Lilly and Company Common Stock,"$1,064.29",-23.09,-2.123%,"1,006,162,478,738"
WMT,Walmart Inc. Common Stock,$117.73,-0.10,-0.085%,"938,327,756,672"
JPM,JP Morgan Chase & Co. Common Stock,$297.72,-5.91,-1.946%,"810,471,930,467"
V,Visa Inc.,$326.18,-0.18,-0.055%,"628,133,018,663"
XOM,Exxon Mobil Corporation Common Stock,$134.97,1.33,0.995%,"569,190,842,922"
ASML,ASML Holding N.V. New York Registry Shares,"$1,389.04",-5.96,-0.427%,"546,286,818,429"
JNJ,Johnson & Johnson Common Stock,$220.14,1.65,0.755%,"530,382,223,754"
ORCL,Oracle Corporation Common Stock,$177.16,-1.02,-0.572%,"509,003,710,800"
MA,Mastercard Incorporated Common Stock,$524.74,-8.12,-1.524%,"471,214,341,280"
MU,"Micron Technology, Inc. Common Stock",$399.65,2.07,0.521%,"449,809,776,159"
COST,Costco Wholesale Corporation Common Stock,$983.25,7.08,0.725%,"436,434,598,366"
AMD,"Advanced Micro Devices, Inc. Common Stock",$259.68,5.95,2.345%,"422,769,827,107"
PLTR,Palantir Technologies Inc. Class A Common Stock,$169.60,3.70,2.23%,"404,230,802,925"
BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share,$173.23,-3.95,-2.229%,"400,036,481,549"
ABBV,AbbVie Inc. Common Stock,$219.26,1.15,0.527%,"387,516,754,412"
HD,"Home Depot, Inc. (The) Common Stock",$383.77,2.74,0.719%,"382,047,442,598"
BAC,Bank of America Corporation Common Stock,$51.72,-0.73,-1.392%,"377,685,069,846"
NFLX,"Netflix, Inc. Common Stock",$86.12,2.58,3.088%,"364,918,286,041"
PG,Procter & Gamble Company (The) Common Stock,$150.15,0.22,0.147%,"350,860,542,382"
CVX,Chevron Corporation Common Stock,$166.72,0.06,0.036%,"335,694,320,652"
