Symbol,Name,Last Sale,Net Change,% Change,Market Cap
NVDA,NVIDIA Corporation Common Stock,$183.78,-1.19,-0.643%,"4,465,854,000,000"
AAPL,Apple Inc. Common Stock,$278.78,1.60,0.577%,"4,119,351,689,340"
GOOG,Alphabet Inc. Class C Capital Stock,$321.00,3.25,1.023%,"3,873,507,000,000"
GOOGL,Alphabet Inc. Class A Common Stock,$320.21,3.13,0.987%,"3,863,974,070,000"
MSFT,Microsoft Corporation Common Stock,$478.56,-13.46,-2.736%,"3,556,838,650,577"
AMZN,"Amazon.com, Inc. Common Stock",$231.78,3.86,1.694%,"2,477,778,267,030"
AVGO,Broadcom Inc. Common Stock,$412.97,6.68,1.644%,"1,950,195,083,135"
META,"Meta Platforms, Inc. Class A Common Stock",$650.13,-6.83,-1.04%,"1,638,670,606,638"
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,$310.14,6.73,2.218%,"1,608,555,577,411"
TSLA,"Tesla, Inc. Common Stock",$451.45,6.28,1.411%,"1,501,441,062,942"
BRK/B,Berkshire Hathaway Inc.,$490.43,-1.00,-0.203%,"1,082,041,285,680"
BRK/A,Berkshire Hathaway Inc.,"$735,276.00","-1,024.00",-0.139%,"1,081,498,351,224"
LLY,Eli Lilly and Company Common Stock,$993.64,11.42,1.163%,"939,371,116,305"
WMT,Walmart Inc. Common Stock,$113.18,-1.88,-1.634%,"902,063,496,986"
JPM,JP Morgan Chase & Co. Common Stock,$310.11,9.60,3.195%,"844,200,760,302"
ORCL,Oracle Corporation Common Stock,$223.01,1.48,0.668%,"633,730,639,140"
V,Visa Inc.,$325.73,-0.77,-0.236%,"627,266,442,360"
XOM,Exxon Mobil Corporation Common Stock,$119.54,1.29,1.091%,"504,119,977,498"
JNJ,Johnson & Johnson Common Stock,$206.54,6.58,3.291%,"497,615,810,367"
MA,Mastercard Incorporated Common Stock,$538.86,1.31,0.244%,"483,894,042,653"
PLTR,Palantir Technologies Inc. Class A Common Stock,$187.91,6.07,3.338%,"447,871,522,274"
ASML,ASML Holding N.V. New York Registry Shares,"$1,119.32",7.88,0.709%,"440,210,333,470"
ABBV,AbbVie Inc. Common Stock,$225.18,2.19,0.982%,"397,979,671,434"
BAC,Bank of America Corporation Common Stock,$54.08,0.54,1.009%,"394,918,959,344"
NFLX,"Netflix, Inc. Common Stock",$92.71,-4.00,-4.136%,"392,842,246,851"
COST,Costco Wholesale Corporation Common Stock,$874.41,-14.03,-1.579%,"387,520,303,286"
BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share,$158.82,2.86,1.834%,"366,759,764,472"
AMD,"Advanced Micro Devices, Inc. Common Stock",$221.42,-0.20,-0.09%,"360,480,957,787"
HD,"Home Depot, Inc. (The) Common Stock",$351.13,5.86,1.697%,"349,553,947,728"
PG,Procter & Gamble Company (The) Common Stock,$139.82,0.19,0.136%,"326,722,084,821"
CSCO,"Cisco Systems, Inc. Common Stock (DE)",$80.25,0.74,0.931%,"317,075,338,681"
CVX,Chevron Corporation Common Stock,$151.41,2.92,1.966%,"304,867,305,002"
SAP,SAP  SE ADS,$245.88,1.75,0.717%,"302,064,620,564"
KO,Coca-Cola Company (The) Common Stock,$70.21,0.12,0.171%,"302,015,957,007"
GE,GE Aerospace Common Stock,$283.60,-1.71,-0.599%,"299,145,225,160"
UNH,UnitedHealth Group Incorporated Common Stock (DE),$328.37,4.77,1.474%,"297,450,227,649"
