Symbol,Name,Last Sale,Net Change,% Change,Market Cap
NVDA,NVIDIA Corporation Common Stock,$222.82,-1.54,-0.686%,"5,392,244,000,000"
AAPL,Apple Inc. Common Stock,$315.20,8.89,2.902%,"4,629,454,611,200"
GOOGL,Alphabet Inc. Class A Common Stock,$361.85,-14.52,-3.858%,"4,384,174,600,000"
GOOG,Alphabet Inc. Class C Capital Stock,$358.39,-14.19,-3.809%,"4,342,253,240,000"
MSFT,Microsoft Corporation Common Stock,$441.31,-19.21,-4.171%,"3,278,242,519,222"
AMZN,"Amazon.com, Inc. Common Stock",$256.52,-4.74,-1.814%,"2,759,413,712,523"
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,$446.69,11.06,2.539%,"2,316,759,875,568"
AVGO,Broadcom Inc. Common Stock,$481.57,21.60,4.696%,"2,280,074,157,369"
TSLA,"Tesla, Inc. Common Stock",$423.74,7.86,1.89%,"1,591,450,433,098"
META,"Meta Platforms, Inc. Class A Common Stock",$597.63,-2.84,-0.473%,"1,517,037,919,170"
MU,"Micron Technology, Inc. Common Stock","$1,064.10",28.60,2.762%,"1,200,021,803,669"
BRK/B,Berkshire Hathaway Inc.,$471.51,1.22,0.259%,"1,040,297,874,540"
BRK/A,Berkshire Hathaway Inc.,"$707,210.00","2,049.43",0.291%,"1,040,216,801,540"
LLY,Eli Lilly and Company Common Stock,"$1,064.15",-18.05,-1.668%,"1,002,154,117,195"
WMT,Walmart Inc. Common Stock,$113.06,-1.54,-1.344%,"899,740,429,264"
AMD,"Advanced Micro Devices, Inc. Common Stock",$521.54,11.41,2.237%,"850,423,457,264"
JPM,JP Morgan Chase & Co. Common Stock,$300.96,4.38,1.477%,"806,425,756,361"
ORCL,Oracle Corporation Common Stock,$244.58,-3.57,-1.439%,"703,423,330,680"
ASML,ASML Holding N.V. New York Registry Shares,"$1,705.37",76.80,4.716%,"657,279,723,361"
XOM,Exxon Mobil Corporation Common Stock,$149.56,0.18,0.12%,"619,918,297,549"
V,Visa Inc.,$317.32,-5.45,-1.689%,"601,152,572,115"
AZN,AstraZeneca PLC Ordinary Shares,$177.45,-2.26,-1.258%,"550,352,610,908"
INTC,Intel Corporation Common Stock,$107.93,-1.40,-1.281%,"542,456,180,000"
JNJ,Johnson & Johnson Common Stock,$222.89,-0.62,-0.277%,"536,544,590,666"
CSCO,"Cisco Systems, Inc. Common Stock (DE)",$128.00,6.67,5.497%,"504,503,637,120"
ARM,Arm Holdings plc American Depositary Shares,$402.71,-6.14,-1.502%,"428,505,690,533"
COST,Costco Wholesale Corporation Common Stock,$954.27,8.16,0.862%,"423,364,309,346"
MA,Mastercard Incorporated Common Stock,$477.68,-17.57,-3.548%,"422,070,335,856"
CAT,"Caterpillar, Inc. Common Stock",$909.81,44.45,5.137%,"419,092,172,625"
LRCX,Lam Research Corporation Common Stock,$334.41,17.29,5.452%,"418,203,448,110"
AMAT,"Applied Materials, Inc. Common Stock",$490.05,31.88,6.958%,"389,079,818,672"
ABBV,AbbVie Inc. Common Stock,$215.40,2.47,1.16%,"380,567,173,643"
CVX,Chevron Corporation Common Stock,$187.55,1.72,0.926%,"373,524,154,637"
