Symbol,Name,Last Sale,Net Change,% Change,Market Cap
NVDA,NVIDIA Corporation Common Stock,$210.96,-7.33,-3.358%,"5,084,136,000,000"
AAPL,Apple Inc. Common Stock,$333.08,0.81,0.244%,"4,861,029,474,400"
GOOGL,Alphabet Inc. Class A Common Stock,$349.39,10.89,3.217%,"4,273,039,700,000"
GOOG,Alphabet Inc. Class C Capital Stock,$345.71,10.26,3.059%,"4,228,033,300,000"
MSFT,Microsoft Corporation Common Stock,$505.41,9.78,1.973%,"3,752,944,946,606"
AMZN,"Amazon.com, Inc. Common Stock",$253.54,-3.24,-1.262%,"2,734,761,943,045"
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,$418.01,-15.23,-3.515%,"2,168,010,914,921"
SPCX,Space Exploration Technologies Corp. Class A Common Stock,$148.15,-3.06,-2.024%,"2,010,813,523,744"
META,"Meta Platforms, Inc. Class A Common Stock",$665.60,17.57,2.711%,"1,695,620,143,360"
AVGO,Broadcom Inc. Common Stock,$344.72,-17.27,-4.771%,"1,645,565,687,063"
TSLA,"Tesla, Inc. Common Stock",$358.97,-6.47,-1.77%,"1,417,769,028,024"
SKHY,SK hynix Inc. American Depositary Shares,$175.63,-14.44,-7.597%,"1,280,106,477,650"
BRK/B,Berkshire Hathaway Inc.,$514.95,4.58,0.897%,"1,136,140,040,496"
BRK/A,Berkshire Hathaway Inc.,"$771,770.020000000019","5,770.02",0.753%,"1,135,176,456,397"
LLY,Eli Lilly and Company Common Stock,"$1,138.28",22.58,2.024%,"1,071,527,919,948"
MU,"Micron Technology, Inc. Common Stock",$924.03,-51.23,-5.253%,"1,043,593,153,319"
JPM,JP Morgan Chase & Co. Common Stock,$350.13,-6.10,-1.712%,"930,710,732,455"
WMT,Walmart Inc. Common Stock,$109.08,1.93,1.801%,"865,413,039,968"
AMD,"Advanced Micro Devices, Inc. Common Stock",$493.41,-22.72,-4.402%,"805,479,510,473"
XOM,ExxonMobil Holdings Corporation Common Stock,$165.08,-0.91,-0.548%,"678,794,426,357"
V,Visa Inc.,$375.28,4.83,1.304%,"670,533,500,838"
JNJ,Johnson & Johnson Common Stock,$266.32,0.74,0.279%,"641,804,194,353"
ASML,ASML Holding N.V. New York Registry Shares,"$1,575.15",-123.15,-7.251%,"607,090,635,025"
GOOGM,Alphabet Inc. Depositary Shares representing a 1/20th Interest in a Share of Series A Mandatory Convertible Preferred Stock,$49.27,1.10,2.284%,"602,572,100,000"
GOOGN,Alphabet Inc. Depositary Shares representing a 1/20th Interest in a Share of Series B Mandatory Convertible Preferred Stock,$49.02,1.01,2.104%,"599,514,600,000"
INTC,Intel Corporation Common Stock,$97.19,-5.75,-5.586%,"513,655,905,774"
MA,Mastercard Incorporated Common Stock,$574.42,5.23,0.919%,"503,197,629,735"
ABBV,AbbVie Inc. Common Stock,$261.77,4.65,1.808%,"462,578,291,694"
CSCO,"Cisco Systems, Inc. Common Stock (DE)",$110.06,-2.07,-1.846%,"433,921,111,242"
CVX,Chevron Corporation Common Stock,$212.17,-1.89,-0.883%,"419,199,391,205"
ORCL,Oracle Corporation Common Stock,$144.79,-5.49,-3.653%,"417,063,396,090"
PLTR,Palantir Technologies Inc. Class A Common Stock,$173.31,6.08,3.636%,"416,299,888,619"
BAC,Bank of America Corporation Common Stock,$59.47,-3.22,-5.136%,"415,858,745,267"
COST,Costco Wholesale Corporation Common Stock,$918.91,14.14,1.563%,"407,517,107,784"
KO,Coca-Cola Company (The) Common Stock,$89.35,1.06,1.201%,"384,432,774,862"
CAT,"Caterpillar, Inc. Common Stock",$784.00,-34.57,-4.223%,"360,385,112,976"
MRK,"Merck & Company, Inc. Common Stock (new)",$144.85,0.92,0.639%,"357,369,811,764"
HSBC,"HSBC Holdings, plc. Common Stock",$103.94,-1.36,-1.292%,"356,861,188,827"
UNH,UnitedHealth Group Incorporated Common Stock (DE),$383.55,4.46,1.177%,"344,272,503,567"
LRCX,Lam Research Corporation Common Stock,$273.49,-24.73,-8.293%,"342,223,780,290"
DELL,Dell Technologies Inc. Class C Common Stock ,$534.28,-33.01,-5.819%,"339,702,036,070"
PG,Procter & Gamble Company (The) Common Stock,$146.13,0.86,0.592%,"339,669,403,058"
AMAT,"Applied Materials, Inc. Common Stock",$424.21,-32.28,-7.071%,"336,651,971,295"
NFLX,"Netflix, Inc. Common Stock",$80.32,2.92,3.773%,"334,447,634,776"
GE,GE Aerospace Common Stock,$317.56,-6.10,-1.885%,"329,488,351,628"
MS,Morgan Stanley Common Stock,$206.58,-7.80,-3.638%,"324,447,584,601"
HD,"Home Depot, Inc. (The) Common Stock",$310.87,2.13,0.69%,"310,151,774,035"
PANW,"Palo Alto Networks, Inc. Common Stock",$373.94,43.29,13.092%,"305,882,920,000"
PM,Philip Morris International Inc Common Stock,$194.86,3.80,1.989%,"303,711,414,724"
