Symbol,Name,Last Sale,Net Change,% Change,Market Cap
NVDA,NVIDIA Corporation Common Stock,$202.89,-4.15,-2.004%,"4,930,227,000,000"
AAPL,Apple Inc. Common Stock,$271.40,1.70,0.63%,"4,027,681,846,000"
MSFT,Microsoft Corporation Common Stock,$525.76,-15.79,-2.916%,"3,907,646,875,893"
GOOG,Alphabet Inc. Class C Capital Stock,$281.90,6.73,2.446%,"3,409,298,600,000"
GOOGL,Alphabet Inc. Class A Common Stock,$281.48,6.91,2.517%,"3,404,219,120,000"
AMZN,"Amazon.com, Inc. Common Stock",$222.86,-7.44,-3.231%,"2,376,782,309,937"
AVGO,Broadcom Inc. Common Stock,$376.47,-9.51,-2.464%,"1,777,828,759,832"
META,"Meta Platforms, Inc. Class A Common Stock",$666.47,-85.20,-11.335%,"1,674,266,928,843"
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,$303.22,-1.87,-0.613%,"1,572,664,674,607"
TSLA,"Tesla, Inc. Common Stock",$440.10,-21.41,-4.639%,"1,463,693,015,397"
BRK/A,Berkshire Hathaway Inc.,"$717,922.020000000019","5,022.02",0.704%,"1,055,972,833,245"
BRK/B,Berkshire Hathaway Inc.,$478.52,2.76,0.58%,"1,055,764,117,251"
JPM,JP Morgan Chase & Co. Common Stock,$309.44,3.93,1.286%,"850,883,832,582"
WMT,Walmart Inc. Common Stock,$102.23,-0.23,-0.224%,"815,064,570,202"
LLY,Eli Lilly and Company Common Stock,$844.50,30.97,3.807%,"799,282,732,976"
ORCL,Oracle Corporation Common Stock,$256.89,-18.41,-6.687%,"730,007,909,460"
V,Visa Inc.,$345.03,3.75,1.099%,"669,338,152,377"
MA,Mastercard Incorporated Common Stock,$553.68,-0.90,-0.162%,"500,533,273,910"
XOM,Exxon Mobil Corporation Common Stock,$114.69,-1.76,-1.511%,"488,951,800,838"
NFLX,"Netflix, Inc. Common Stock","$1,089.00",-11.41,-1.037%,"462,744,790,794"
PLTR,Palantir Technologies Inc. Class A Common Stock,$194.55,-4.26,-2.143%,"461,539,218,006"
JNJ,Johnson & Johnson Common Stock,$189.05,2.45,1.313%,"455,296,463,752"
ASML,ASML Holding N.V. New York Registry Shares,"$1,075.45",4.61,0.431%,"422,956,976,674"
AMD,"Advanced Micro Devices, Inc. Common Stock",$254.84,-9.49,-3.59%,"413,565,485,705"
COST,Costco Wholesale Corporation Common Stock,$920.18,7.76,0.85%,"407,804,614,172"
ABBV,AbbVie Inc. Common Stock,$228.20,3.06,1.359%,"403,128,593,335"
BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share,$173.93,-6.04,-3.356%,"401,652,977,174"
BAC,Bank of America Corporation Common Stock,$53.03,0.45,0.856%,"392,790,415,955"
HD,"Home Depot, Inc. (The) Common Stock",$379.55,1.51,0.399%,"377,799,001,869"
PG,Procter & Gamble Company (The) Common Stock,$149.58,0.81,0.544%,"349,528,604,259"
GE,GE Aerospace Common Stock,$310.75,-3.53,-1.123%,"329,531,539,510"
SAP,SAP  SE ADS,$259.19,-0.45,-0.173%,"318,416,011,892"
UNH,UnitedHealth Group Incorporated Common Stock (DE),$344.75,-10.51,-2.958%,"312,287,864,245"
CVX,Chevron Corporation Common Stock,$153.52,-1.58,-1.019%,"311,528,982,524"
KO,Coca-Cola Company (The) Common Stock,$68.98,0.63,0.922%,"296,724,978,128"
IBM,International Business Machines Corporation Common Stock,$310.06,1.85,0.60%,"289,823,997,972"
CSCO,"Cisco Systems, Inc. Common Stock (DE)",$72.91,1.58,2.215%,"288,227,589,843"
WFC,Wells Fargo & Company Common Stock,$85.99,-0.01,-0.012%,"275,463,909,562"
CAT,"Caterpillar, Inc. Common Stock",$583.15,-2.34,-0.40%,"273,193,483,947"
TM,Toyota Motor Corporation Common Stock,$207.21,0.12,0.058%,"270,386,873,764"
MS,Morgan Stanley Common Stock,$165.26,1.23,0.75%,"263,810,447,037"
AZN,AstraZeneca PLC American Depositary Shares,$82.34,0.11,0.134%,"255,369,596,303"
MU,"Micron Technology, Inc. Common Stock",$224.01,-2.62,-1.156%,"251,443,616,500"
AXP,American Express Company Common Stock,$358.88,0.66,0.184%,"247,215,081,229"
CRM,"Salesforce, Inc. Common Stock",$256.65,5.19,2.064%,"244,330,800,000"
HSBC,"HSBC Holdings, plc. Common Stock",$70.37,-0.12,-0.17%,"243,695,263,879"
NVS,Novartis AG Common Stock,$122.61,0.81,0.665%,"242,165,692,697"
GS,"Goldman Sachs Group, Inc. (The) Common Stock",$790.16,7.10,0.907%,"239,198,098,055"
RTX,RTX Corporation Common Stock,$177.42,1.06,0.601%,"237,484,090,946"
TMUS,"T-Mobile US, Inc. Common Stock",$210.65,-4.36,-2.028%,"235,613,420,767"
CCZ,Comcast Holdings ZONES,$63.31,UNCH,--,"233,753,593,642"
PM,Philip Morris International Inc Common Stock,$145.76,-1.01,-0.688%,"226,895,664,054"
SHOP,Shopify Inc. Class A Subordinate Voting Shares,$173.61,-5.40,-3.017%,"225,583,310,424"
NVO,Novo Nordisk A/S Common Stock,$50.04,-1.33,-2.589%,"223,428,600,000"
SHEL,Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares) ,$74.73,-0.82,-1.085%,"217,144,173,420"
ABT,Abbott Laboratories Common Stock,$124.67,0.24,0.193%,"216,785,165,632"
MCD,McDonald's Corporation Common Stock,$302.43,0.08,0.026%,"215,815,388,975"
MRK,"Merck & Company, Inc. Common Stock (new)",$86.28,-0.30,-0.347%,"215,508,735,445"
TMO,Thermo Fisher Scientific Inc Common Stock,$556.22,-2.09,-0.374%,"210,035,413,943"
APP,Applovin Corporation Class A Common Stock,$620.62,-10.58,-1.676%,"209,924,661,627"
RY,Royal Bank Of Canada Common Stock,$145.90,-0.79,-0.539%,"204,988,064,052"
LRCX,Lam Research Corporation Common Stock,$161.01,0.34,0.212%,"202,233,390,300"
PEP,"PepsiCo, Inc. Common Stock",$147.55,1.39,0.951%,"201,751,035,001"
LIN,Linde plc Ordinary Shares,$429.91,-2.10,-0.486%,"201,588,896,902"
UBER,"Uber Technologies, Inc. Common Stock",$96.49,0.73,0.762%,"201,222,048,047"
DIS,Walt Disney Company (The) Common Stock,$111.84,1.60,1.451%,"201,080,919,883"
ANET,"Arista Networks, Inc. Common Stock",$158.44,-3.59,-2.216%,"199,137,750,966"
NOW,"ServiceNow, Inc. Common Stock",$934.68,22.98,2.521%,"194,413,440,000"
PDD,PDD Holdings Inc. American Depositary Shares,$136.01,-2.07,-1.499%,"193,086,115,297"
QCOM,QUALCOMM Incorporated Common Stock,$177.26,-1.41,-0.789%,"191,263,540,000"
ISRG,"Intuitive Surgical, Inc. Common Stock",$530.02,-7.57,-1.408%,"189,999,717,710"
HDB,HDFC Bank Limited Common Stock,$36.88,-0.11,-0.297%,"188,752,817,578"
AMAT,"Applied Materials, Inc. Common Stock",$232.55,-3.20,-1.357%,"185,259,196,399"
C,"Citigroup, Inc. Common Stock",$100.22,1.10,1.11%,"184,494,787,338"
INTU,Intuit Inc. Common Stock,$656.18,0.14,0.021%,"182,946,264,900"
MUFG,"Mitsubishi UFJ Financial Group, Inc. Common Stock",$15.13,0.13,0.867%,"182,584,466,220"
T,AT&T Inc.,$24.68,-0.46,-1.83%,"176,471,513,646"
INTC,Intel Corporation Common Stock,$40.16,-1.18,-2.854%,"175,780,320,000"
ARM,Arm Holdings plc American Depositary Shares,$165.45,-4.94,-2.899%,"175,255,228,635"
SCHW,Charles Schwab Corporation (The) Common Stock,$94.41,-0.20,-0.211%,"171,374,854,113"
APH,Amphenol Corporation Common Stock,$139.11,-0.64,-0.458%,"170,278,361,718"
BLK,"BlackRock, Inc. Common Stock","$1,098.05",0.05,0.005%,"170,036,706,693"
NEE,"NextEra Energy, Inc. Common Stock",$81.64,-0.12,-0.147%,"170,024,254,602"
SONY,Sony Group Corporation American Depositary Shares ,$27.75,-0.43,-1.526%,"167,193,813,686"
